we	be
sazlaşyk	8o8loSuq
saýaly	8oyolu
saýlanmagy	8oylonmoXu
seneler	8eneler
seredilmäge	8eredilmEge
seredilýäniň	8eredilyEniN
serhetüsti	8erhete88e
serişdesine	8eriSde8ine
sowatly	8obotlu
standartlaşdyrmak	88onnortloSdurmoq
suwarmak	8ubormoq
suwlarynyň	8ublorunuN
synagyny	8unoXunu
sözlerine	8E8lErenE
sütüniniň	8eteneneN
tanalýan	tonolyon
tanalýar	tonolyor
tanyşdyrmak	tonuSdurmoq
tapawutlanyp	topobutlonup
tassyklan	to88uqlon
tassyklanýan	to88uqlonyon
tebigatynyň	tebiXotunuN
telekeçilerine	telekeCilerine
teleradiogepleşikler	telerodiogepleSikler
temmäkä	temmEkE
temperaturasynyň	temperoturo8unuN
terjimehaly	terjimeholu
tolgundyryjy	tolXunnuruju
topardaky	topordoqu
topy	topu
türgenimiz	terXEneme8
ugradylan	uXrodulon
ugradylýan	uXrodulyon
ulagynda	uloXunno
ulanylyşy	ulonuluSu
uruş	uruS
utugy	utuXu
uçaryň	uCoruN
wagtlary	boXtloru
wekiliýetleri	bekiliyetleri
ygtyýarlyklaryna	uXtuyorluqloruno
ylalaşyklarynyň	uloloSuqlorunuN
zerurlyklary	8erurluqloru
zolak	8oloq
zähmetkeşler	8EhmetkeSler
Özbegistanda	E8bEXe88onno
Öňüni	ENene
çagyrmagy	CoXurmoXu
çykdajylaryny	Cuqdojulorunu
çäklendirmeleri	CEklennirmeleri
ölçegleriň	ElCEXlEriN
öwüşginleri	EbeSXenleri
üpjünçiligine	epjenCeleXine
üçüsini	eCe8ene
ýatymlaýyn	yotumloyun
ýeke	yeke
ýelkenli	yelkenli
ýerlenende	yerlenenne
ýetirijilik	yetirijilik
ýetirilişiniň	yetiriliSiniN
ýeňillik	yeNillik
ýurdumyzdan	yurdumu88on
ýygnagyň	yuXnoXuN
ýyldyzy	yullu8u
ýüzlendi	ye8lEnne
ýüztutma	ye8tutmo
Şereketiň	SereketiN
şahslardan	Sox8lordon
şeýlelikde	Seylelikde
şuňa	SuNo
şäherler	SEherler
Abbas	obbo8
Abraýly	obroylu
Adalatçy	odoloCCu
Adamlaryň	odomloruN
Al	ol
Aliment	oliment
Asylly	o8ullu
Awgust	obXu88
Belarusda	beloru88o
Buhgalterçilik	buxXolterCilik
Dalaşgärleriň	doloSXErleriN
Dehistan	dehi88on
Ene	ene
Eýrandan	eyronnon
Gahrymany	goxrumonu
Garaşylyşy	goroSuluSu
Golaýda	goloydo
Gürrüň	gerreN
Halkymyz	xolqumu8
Hasaplaşyk	xo8oploSuq
Hemme	hemme
Hünärmen	henErmEn
Ilat	ilot
Innowasiýa	innobo8iyo
Iýul	iyul
Jogap	joXop
Kazy	qo8u
Kazynyň	qo8unuN
Kitap	kitop
Konstitusiýasynda	qon88itu8iyo8unno
Küşt	keSt
Magistral	mogi88rol
Marguş	morXuS
Merjen	merjen
Müdiriýetiň	medereyetiN
Nobatdaky	nobotdoqu
Pars	por8
Paryzdepe	poru88epe
Saýlawlar	8oyloblor
Sindzo	8inn8o
Stambul	88ommul
Türk	terk
Ukraina	uqroino
Uzynlygy	u8unluXu
Ynsanperwer	un8onperber
agzaldy	oX8ollu
akymlarynyň	oqumlorunuN
alternatiw	olternotib
alýanlara	olyonloro
amatlyklaryň	omotluqloruN
arheologiki	orheologiki
artykmaçlyklary	ortuqmoCluqloru
atlanan	otlonon
awariýa	oboriyo
aýdymyny	oydumunu
aýyrmaga	oyurmoXo
baglanyşygy	boXlonuSuXu
baglar	boXlor
bagtyýarlygyň	boXtuyorluXuN
bagşylaryň	boXSuloruN
barlaglarynyň	borloXlorunuN
bazarlary	bo8orloru
baýlaşmagyna	boyloSmoXuno
baýlyklar	boyluqlor
belgiden	belXiden
bergidara	berXidoro
berginiň	berXiniN
beriler	beriler
bilip	bilip
biraýlygyň	biroyluXuN
birleşdirdi	birleSdirdi
birleşiginde	birleSiXinne
birwagtda	birboXtdo
bolýandygy	bolyonnuXu
borçnamalar	borCnomolor
borçnamasyny	borCnomo8unu
bäsleşigine	bE8leSiXine
böleklerine	bElEklErine
daşalmagy	doSolmoXu
daşaýyş	doSoyuS
degerli	deXerli
deputaty	deputotu
derýanyň	deryonuN
deňeşdirip	deNeSdirip
dikeldildi	dikellilli
doktorlyk	doqtorluq
dolandyryşy	dolonnuruSu
dowamy	dobomu
döremegi	dErEmEXe
dükanlary	dekonloru
dükanlaryň	dekonloruN
dünýäsinde	denyE8inne
düzýärler	de8yErler
düýe	deyE
düýpgöter	deypXEtEr
düşmegi	deSmEXe
düşünişmegiň	deSeneSmEXeN
edipdirler	edipdirler
emitent	emitent
enelere	enelere
enjamynyň	enjomunuN
enäniň	enEniN
ençemesine	enCeme8ine
etjekdigi	etjekdiXi
etjekdiklerine	etjekdiklerine
eýelerinden	eyelerinnen
eýeleýärler	eyeleyErler
festiwaly	fe88ibolu
fotosuratlar	foto8urotlor
galdyrmak	gollurmoq
galyjy	goluju
garalyp	gorolup
garşydaşy	gorSudoSu
gatançlary	gotonCloru
gatançlaryny	gotonClorunu
gatnaşyjysy	gotnoSuju8u
gepleşik	gepleSik
gidilen	gidilen
gidilýän	gidilyEn
girewine	girEbine
goldaýandygyny	golloyonnuXunu
goraghanasynda	goroXxono8unno
gowşadandygy	gobSodonnuXu
gozgalan	go8Xolon
goýulan	goyulon
goýumlar	goyumlor
goýumyň	goyumuN
gulluga	gulluXo
guramalaryny	guromolorunu
gutlaglary	gutloXloru
gymmatyny	gummotunu
gyzyklanmalary	gu8uqlonmoloru
gönükdiriler	gEnekdereler
görkezijilere	gErkE8ejelere
görkezmeleriň	gErkE8mEleriN
göterimine	gEtEremine
gözelligiň	gE8ElleXeN
gündizki	genne8ke
günleriň	genlEreN
halylar	xolulor
hasabyň	xo8obuN
hasaplap	xo8oplop
hatlaryny	xotlorunu
hepdelik	hepdelik
hersi	her8i
howpsuzlygyna	xobp8u8luXuno
hukugynda	xuquXunno
hözirini	hE8erini
iberildi	iberilli
ikinjisi	ikinji8i
ilçihanasynyň	ilCihono8unuN
jaýda	joydo
jenaýatlar	jenoyotlor
jogapkärçilikden	joXopkErCilikden
jübüt	jebet
kabaddi	qoboddi
kadalaşdyrmagyň	qodoloSdurmoXuN
kakasy	qoqo8u
kandidaty	qonnidotu
kesellerini	ke8ellerini
keselleriniň	ke8elleriniN
km	km
kollegiýanyň	qolleXiyonuN
komitet	qomitet
konsertleri	qon8ertleri
konteýner	qonteyner
köşkler	kESklEr
kümmeti	kemmEte
losman	lo8mon
lukmanlaryň	luqmonloruN
maglumatyň	moXlumotuN
makalada	moqolodo
makalalaryň	moqololoruN
maslahatlaşylar	mo8loxotloSulor
matematika	motemotiko
materiallaryny	moteriollorunu
medeniýetine	medeniyetine
mekdeplerde	mekdeplerde
meýdançalarynyň	meydonColorunuN
meýilnamalaryna	meyilnomoloruno
meşgullanýar	meSXullonyor
meşgullanýarlar	meSXullonyorlor
muzeýleriň	mu8eyleriN
möhletsiz	mEhlE88e8
mübäreklediler	mebErEklediler
nesilleriniň	ne8illeriniN
netijesine	netije8ine
nokatlary	noqotloru
okuwlaryň	oqubloruN
okuwyny	oqubunu
okyjylara	oqujuloro
oýnunyň	oynunuN
oýunlarda	oyunlordo
palatasy	poloto8u
palatasynyň	poloto8unuN
paýlaşdylar	poyloSdulor
peýdanyň	peydonuN
predmeti	predmeti
psihiatrik	p8ihiotrik
pula	pulo
pursatyna	pur8otuno
saklamakda	8oqlomoqdo
sazandalaryň	8o8onnoloruN
saýlanylýar	8oylonulyor
seljermegiň	8eljermeXiN
senalary	8enoloru
seneleri	8eneleri
seretmegi	8eretmeXi
setirleri	8etirleri
standartlaryny	88onnortlorunu
suda	8udo
söýüji	8Eyeje
sürüm	8erem
tagalla	toXollo
tapawut	topobut
tapawutlandyryş	topobutlonnuruS
taraplaryna	toroploruno
taslamasynda	to8lomo8unno
taýýarlaýyş	toyyorloyuS
tekliplere	tekliplere
telekommunikasiýa	telekommuniko8iyo
terjimeçi	terjimeCi
togtadylmagy	toXtodulmoXu
topladylar	toplodulor
tutulýandygyny	tutulyonnuXunu
täsirler	tE8irler
tölenilmäge	tElEnelmEge
töläp	tElEp
tötänleýin	tEtEnlEyin
türgenlerine	terXEnlerine
türgenleşikleri	terXEnleSikleri
ugratmaga	uXrotmoXo
ugurlardaky	uXurlordoqu
ululygyň	ululuXuN
uzyn	u8un
uçastoklarynda	uCo88oqlorunno
uçuş	uCuS
welaýatlaryna	beloyotloruno
welosport	belo8port
yhlas	uxlo8
ylalaşylmagy	uloloSulmoXu
ynançly	unonClu
zala	8olo
zenanlary	8enonloru
zyýarat	8uyorot
Öňki	ENke
Ýarymaý	yorumoy
ädimler	Edimler
ädimleri	Edimleri
ähmiýetlidigini	EhmiyetlidiXini
çagyrylyp	CoXurulup
çapraz	Copro8
çemeleşilmelidigini	CemeleSilmelidiXini
çemeleşmeler	CemeleSmeler
çuňlaşdyrmagyň	CuNloSdurmoXuN
çäklendirilmegi	CEklennirilmeXi
ömrüniň	EmreneN
öwüsýän	Ebe8yEn
özboluşlylygyny	E8boluSluluXunu
özleşdirilmegi	E8lESderelmeXi
üstünliklerimiziň	e88enleklerimi8iN
ýadygärlikleriniň	yodugErlikleriniN
ýagyş	yoXuS
ýakynlaryna	yoqunloruno
ýatladýarys	yotlodyoru8
ýatyrmaga	yoturmoXo
ýazdy	yo88u
ýazgynyň	yo8XunuN
ýazgysyna	yo8Xu8uno
ýazuw	yo8ub
ýaşulularyň	yoSululoruN
ýerlerinden	yerlerinnen
ýerleşmegi	yerleSmeXi
ýetişdirilýär	yetiSdirilyEr
ýeňişlere	yeNiSlere
ýumşak	yumSoq
ýygnandy	yuXnonnu
ýüpek	yepEk
Şekillendiriş	SekillenniriS
şahadatnamalar	Soxodotnomolor
şahyrlarynyň	SoxurlorunuN
şarlary	Sorloru
şaýolunyň	SoyolunuN
şikaýatlar	Sikoyotlor
şähere	SEhere
Adamlar	odomlor
Alymlaryň	olumloruN
Amyderýa	omuderyo
Birleşme	birleSme
Enäniň	enEniN
Goodok	godoq
Hereket	hereket
Italiýanyň	itoliyonuN
Kim	kim
Kubogyny	quboXunu
Latwiýanyň	lotbiyonuN
Minskide	min8kide
Mustafa	mu88ofo
Muzeýde	mu8eyde
Nurmuhammet	nurmuxommet
Operatoryň	operotoruN
Palestinanyň	pole88inonuN
Pudagara	pudoXoro
Pula	pulo
Sebitiň	8ebitiN
Teatrlaryň	teotrloruN
Telefon	telefon
Yzygiderli	u8ugiderli
Zady	8odu
adyň	oduN
agzybirlikde	oX8ubirlikde
akýan	oqyon
altynyň	oltunuN
alym	olum
amatlykly	omotluqlu
aragatnaşyklarynyň	oroXotnoSuqlorunuN
aralyklara	oroluqloro
artdyrylmagyna	ortdurulmoXuno
arzada	or8odo
asman	o8mon
aspirantura	o8pironturo
awtoduralga	obtodurolXo
awtoulaglar	obtouloXlor
awtoulagyň	obtouloXuN
azatlyklary	o8otluqloru
açykdyr	oCuqdur
aýratynlygydyr	oyrotunluXudur
aýryp	oyrup
baglaşylyp	boXloSulup
bagyşlanýar	boXuSlonyor
balary	boloru
barylmagy	borulmoXu
bazalaryna	bo8oloruno
bazaryň	bo8oruN
belentlikden	belentlikden
berijiler	berijiler
berilmezden	berilme88en
bermegine	bermeXine
beslenip	be8lenip
bezegleri	be8eXleri
bezegli	be8eXli
bezeýär	be8eyEr
binalaryny	binolorunu
binasyny	bino8unu
birinjisi	birinji8i
birisine	biri8ine
birleşdirmäge	birleSdirmEge
bizde	bi88e
borç	borC
bozan	bo8on
bozulmagyna	bo8ulmoXuno
bozulmalarynyň	bo8ulmolorunuN
bozýan	bo8yon
bölekde	bElEkdE
bölüme	bElemE
dabarada	doborodo
daşaýja	doSoyjo
daşdan	doSdon
daşgary	doSXoru
deklarant	dekloront
derejeleriniň	derejeleriniN
derwezesi	derbe8e8i
diwarlarynyň	diborlorunuN
diwarlyklary	diborluqloru
dolduryp	dollurup
dostlugynyň	do88luXunuN
dowamlylygyny	dobomluluXunu
duşuşygyny	duSuSuXunu
dökünleri	dEkenlEre
dökünleriniň	dEkenlEreneN
döwletimize	dEblEteme8e
döwletini	dEblEtene
döwrebaplaşdyrmagyň	dEbrEboploSdurmoXuN
düzedişleri	de8EdeSleri
düzgünini	de8Xenene
düzmäge	de8mEge
düzüminden	de8emennEn
düşülýän	deSelyEn
eje	eje
eserinde	e8erinne
eserini	e8erini
eserlerinde	e8erlerinne
eýýamynda	eyyomunno
ganly	gonlu
garalan	gorolon
garaşsyzlygyny	goroS8u8luXunu
gatançlarynyň	gotonClorunuN
gaçyrmaga	goCurmoXo
gelendigini	gelenniXini
gepleşiklere	gepleSiklere
getirdiler	getirdiler
geçipdir	geCipdir
geçirdik	geCirdik
geňeş	geNeS
geňeşiň	geNeSiN
geňeşliginde	geNeSliXinne
gidip	gidip
giç	giC
golaýyndaky	goloyundoqu
goldawyny	gollobunu
gowşurylar	gobSurulor
goýmakda	goymoqdo
goşandynyň	goSonnunuN
goşgular	goSXulor
gurallar	gurollor
gurluşyga	gurluSuXo
gurnalypdyr	gurnolupdur
gönükdirilendigini	gEnekderelenniXini
görerler	gErErlEr
görkezer	gErkE8Er
görkezmesi	gErkE8mE8i
görnüşiň	gErneSeN
götermek	gEtErmEk
gözellikleri	gE8Ellekleri
güwäleriň	gebElEriN
haklaryny	xoqlorunu
halypa	xolupo
harplar	xorplor
hataryndan	xotorunnon
haýyşnamasy	xoyuSnomo8u
haýyşnamaçynyň	xoyuSnomoCunuN
hojalyga	xojoluXo
hojalyklary	xojoluqloru
hoşniýetlilik	xoSniyetlilik
häkimlerine	hEkimlerine
hödürlenilýän	hEderlEnelyEn
hünärmenlerini	henErmEnlerini
ikiçäk	ikiCEk
institutlarynyň	in88itutlorunuN
islegiň	i8leXiN
isleýjiniň	i8leyjiniN
işewürligiň	iSEberleXeN
işlerden	iSlerden
işlerimizi	iSlerimi8i
jaýdaky	joydoqu
jaýdan	joydon
jemgyýetinde	jemXuyetinne
jemlerini	jemlerini
karantini	qorontini
kararlarynyň	qororlorunuN
keramiki	keromiki
kitaphanalaryň	kitopxonoloruN
konfederasiýasynyň	qonfedero8iyo8unuN
kuwwatyň	qubbotuN
kämilleşdirilmegine	kEmilleSdirilmeXine
kökleri	kEklEre
lideri	lideri
logistiki	logi88iki
makalalary	moqololoru
maksadymyz	moq8odumu8
maksatnamada	moq8otnomodo
maldan	mollon
manyly	monulu
maýyplara	moyuploro
maýyplyk	moyupluq
maşgalasynyň	moSXolo8unuN
mebelleriň	mebelleriN
mermere	mermere
metjidiň	metjidiN
meýdançalaryň	meydonColoruN
meýletinçileriň	meyletinCileriN
mowzuklaýyn	mob8uqloyun
mysallarynyň	mu8ollorunuN
mähri	mEhri
möçber	mECbEr
münbere	menmErE
münüp	menep
müňüsi	meNe8e
müşderilerine	meSdErelErine
namalaryň	nomoloruN
natriý	notriy
neslini	ne8lini
newrologiýa	nEbrologiyo
nokatlarynda	noqotlorunno
oglanlaryň	oXlonloruN
okaldy	oqollu
okuwçysy	oqubCu8u
okyjylaryň	oqujuloruN
optimal	optimol
orunlar	orunlor
oturdylar	oturdulor
oturtmak	oturtmoq
patenti	potenti
paýlaýjy	poyloyju
paýtagtyny	poytoXtunu
pensiýasy	pen8iyo8u
peýdalanyldy	peydolonullu
portuna	portuno
resmileşdirmegiň	re8mileSdirmeXiN
sabyrsyzlyk	8obur8u8luq
sagbolsun	8oXbol8un
sahypalary	8oxupoloru
sahypasynda	8oxupo8unno
sanawyndan	8onobunnon
sebitlerinden	8ebitlerinnen
seredilmegine	8eredilmeXine
seýilgähleri	8eyilXEhleri
sosial	8o8iol
strategiýa	88roteXiyo
sylaglandy	8uloXlonnu
söwdany	8Ebdonu
söýgüsini	8Eyge8ene
tamamlanýan	tomomlonyon
taryha	toruxo
taýýarlanýar	toyyorlonyor
taýýarlygyna	toyyorluXuno
telekeçiniň	telekeCiniN
tohumlary	toxumloru
tonnasy	tonno8u
transformator	tron8formotor
tutujy	tutuju
töleglerini	tElEXlErini
töleýjileriň	tElEyjileriN
tölän	tElEn
türkmenistanlylary	terkmEne88onluloru
ussatlaryň	u88otloruN
wideofilm	bideofilm
yklymara	uqlumoro
ylalaşdylar	uloloSdulor
ylymlar	ulumlor
zehinlerini	8ehinlerini
Çandybil	Connubil
Öňe	ENE
Ýapon	yopon
Ýeňil	yeNil
Ýuwaş	yuboS
çagalyk	CoXoluq
çalşyrmak	ColSurmoq
çapyşyklary	CopuSuqloru
çyzgylary	Cu8Xuloru
çäkleriň	CEkleriN
çölüniň	CEleneN
çölüň	CEleN
ölçeglere	ElCEXlEre
önümçilikleriň	EnemCelekleriN
ösümlikleriniň	E8emlekleriniN
öwrenip	EbrEnep
özgertmegiň	E8XErtmeXiN
ülkäni	elkEne
ünsüňi	en8eNe
ýadygärliklerine	yodugErliklerine
ýakasyndaky	yoqo8undoqu
ýaragly	yoroXlu
ýatlap	yotlop
ýeterlikdir	yeterlikdir
ýeňlişe	yeNliSe
ýokarlanar	yoqorlonor
ýokarlandyrmakdan	yoqorlonnurmoqdon
ýolagçynyň	yoloXCunuN
ýowara	yoboro
ýygnady	yuXnodu
Şanhaý	Sonxoy
Şatlyk	Sotluq
Şertnamany	Sertnomonu
şahaly	Soxolu
şahyrlar	Soxurlor
şypahananyň	SupoxononuN
şägirtleri	SEXirtleri
şärikli	SErikli
şöhraty	SEhrotu
žurnaly	Zurnolu
Abe	obe
Arçman	orCmon
Aziýany	o8iyonu
Aýrybaba	oyrubobo
Batyr	botur
Biznes	bi8ne8
Buhara	buxoro
Diplomat	diplomot
Durnuklaşdyryş	durnuqloSduruS
Emirliklerinden	emirliklerinnen
Geçirilýän	geCirilyEn
Gollanmanyň	gollonmonuN
HTTU	httu
Horwatiýa	xorbotiyo
Howply	xobplu
Hyzmatlaryň	xu8motloruN
Ilaty	ilotu
Işgärler	iSXErler
Işleriň	iSleriN
Kadalaşdyryjy	qodoloSduruju
Karar	qoror
Konsertiň	qon8ertiN
Köpsanly	kEp8onlu
Liderini	liderini
Ltd	ltd
Maýyplaryň	moyuploruN
Meýilnama	meyilnomo
Narendra	norennro
Nyýazow	nuyo8ob
Patyşalygyna	potuSoluXuno
Paçsyz	poC8u8
Resminamalaýyn	re8minomoloyun
Rieltorçylyk	rieltorCuluq
Rustam	ru88om
Saýlawlara	8oylobloro
Singapurdan	8inXopurdon
Telekeçiler	telekeCiler
Teswirnamanyň	te8birnomonuN
Toparlaryň	toporloruN
Wena	beno
aglabasy	oXlobo8u
algydara	olXudoro
almalydyr	olmoludur
alpinistler	olpini88ler
arzasyny	or8o8unu
atasy	oto8u
atmak	otmoq
azat	o8ot
azatlygy	o8otluXu
açyljak	oCuljoq
aýdýar	oydyor
aýdýarlar	oydyorlor
aşakda	oSoqdo
babyň	bobuN
baglaşylmagy	boXloSulmoXu
bagyş	boXuS
bal	bol
barýandygyny	boryonnuXunu
bazarlarynyň	bo8orlorunuN
baýragyny	boyroXunu
başaran	boSoron
başaryp	boSorup
başlamazdan	boSlomo88on
başlangyjyny	boSlonXujunu
başlanýandygyny	boSlonyonnuXunu
bedewe	bedEbe
bejerişiň	bejeriSiN
bellenilende	bellenilenne
belleýişleri	belleyiSleri
bendi	benni
bermegini	bermeXini
bildirýäris	billiryEri8
biljekdigini	biljekdiXini
binagärliginiň	binogErliXiniN
binany	binonu
biraýlygynyň	biroyluXunuN
birleşigiň	birleSiXiN
bolandan	bolonnon
bolelin	bolelin
bolýandygynyň	bolyonnuXunuN
borçnamalarynyň	borCnomolorunuN
bozulmanyň	bo8ulmonuN
bukjanyň	buqjonuN
böleklere	bElEklEre
býujetden	byujetden
býujetini	byujetini
daşaýan	doSoyon
degişlidigi	deXiSlidiXi
deklarasiýasy	dekloro8iyo8u
demokratiýanyň	demoqrotiyonuN
derejelerinde	derejelerinne
derek	derek
dikeldilmegine	dikellilmeXine
dilleriniň	dilleriniN
diplomlar	diplomlor
diri	diri
dolandyrýan	dolonnuryon
doldurylýar	dollurulyor
dostluga	do88luXo
duşuşygyna	duSuSuXuno
dökün	dEken
döredilendigi	dErEdelenniXi
döredýärler	dErEdyErler
döwletine	dEblEtenE
döwletlerinde	dEblEtlErinne
döwürden	dEberdEn
döwürdäki	dEberdEki
döşe	dESE
düşündirýär	deSenneryEr
ekiler	ekiler
elýeterliligi	elyeterliliXi
emläkden	emlEkden
endiklerini	enniklerini
esaslandyryjylar	e8o8lonnurujulor
etmegiňizi	etmeXiNi8i
etmelidigini	etmelidiXini
etmezden	etme88en
eýerýän	eyeryEn
eýeçilikde	eyeCilikde
faktlary	foqtloru
gabatlanylyp	gobotlonulup
galanyň	golonuN
garamagyndan	goromoXunnon
garşylap	gorSulop
gatnawly	gotnoblu
gelin	gelin
gelinýän	gelinyEn
gelmeýär	gelmeyEr
geoykdysady	geouqdu8odu
geçirilýändigi	geCirilyEnniXi
geçmeýän	geCmeyEn
geň	geN
geňeşligiň	geNeSliXiN
geňeşmeleriň	geNeSmeleriN
gijesine	gije8ine
girdejileriniň	girdejileriniN
girelgesine	girelXe8ine
girenden	girennen
gitdi	gitdi
gollanmalary	gollonmoloru
goralyp	gorolup
gory	goru
gowrakdyr	gobroqdur
gullukda	gulluqdo
guramalarda	guromolordo
gymmatynyň	gummotunuN
gödek	gEdEk
göreldesine	gErEllE8ine
görkezijilerini	gErkE8ejelerini
görüldi	gErelle
görýäris	gEryEri8
göteriji	gEtEreji
hakykata	xoquqoto
hakykylygy	xoququluXu
hasaplanylan	xo8oplonulon
hasaplaryna	xo8oploruno
haýwanlary	xoybonloru
hereketlere	hereketlere
hormaty	xormotu
howdanlary	xobdonloru
hukukdan	xuquqdon
hyzmatlara	xu8motloro
hyzmatlardan	xu8motlordon
hümmetini	hemmEtene
iberýän	iberyEn
ilatyna	ilotuno
infrastrukturasynyň	infro88ruqturo8unuN
isleglerine	i8leXlerine
içgileri	iCXileri
işlemeginiň	iSlemeXiniN
işlär	iSlEr
jany	jonu
janyna	jonuno
jedeline	jedeline
jedeliň	jedeliN
jedellere	jedellere
jemgyýetleriniň	jemXuyetleriniN
jenaýaty	jenoyotu
jezasyny	je8o8unu
jülgesinde	jelXE8enne
kadalarynda	qodolorunno
kanunyna	qonununo
kartografiýa	qortoXrofiyo
kazyýetine	qo8uyetine
kepillendiriş	kepillenniriS
kerpiç	kerpiC
keseliň	ke8eliN
kesellerden	ke8ellerden
kesgitnamasyna	ke8Xitnomo8uno
kilometrlik	kilometrlik
kitaphananyň	kitopxononuN
kodeksini	qodek8ini
kollegial	qolleXiol
kompaniýalaryna	qomponiyoloruno
konsertiniň	qon8ertiniN
kärendeçi	kErenneCi
kölüň	kEleN
köprüleriň	kEprelEreN
köpçülige	kEpCeleXE
köpçüligi	kEpCeleXe
künjekde	kenjEkde
laýyklygy	loyuqluXu
maddalarynyň	moddolorunuN
maksadyna	moq8oduno
medalyny	medolunu
mekdebinden	mekdebinnen
menzilleri	men8illeri
merkezli	merke8li
muzeýine	mu8eyine
muşdaklarynyň	muSdoqlorunuN
myhmanhanasy	muxmonxono8u
möçberden	mECbErdEn
namasynyň	nomo8unuN
naýbaşy	noyboSu
netijenamasyny	netijenomo8unu
nokatlarynyň	noqotlorunuN
nusgalaryň	nu8XoloruN
obalarynyň	obolorunuN
obasyna	obo8uno
oragy	oroXu
organiki	orXoniki
pagtaçylyk	poXtoCuluq
paslynyň	po8lunuN
paçlary	poCloru
paýyny	poyunu
pensiýasynyň	pen8iyo8unuN
peýdasy	peydo8u
plastik	plo88ik
pudaklaryndaky	pudoqlorundoqu
punktunda	punktunno
raýatlaryny	royotlorunu
rekord	rekord
rugsatnama	ruX8otnomo
sanawa	8onobo
sanynda	8onunno
satylan	8otulon
saýlanylan	8oylonulon
seljerişine	8eljeriSine
seljermesine	8eljerme8ine
senagatlaşdyrmak	8enoXotloSdurmoq
siwilizasiýasynyň	8ibili8o8iyo8unuN
sowal	8obol
subutnamadyr	8ubutnomodur
subýektlerine	8ubyektlerine
suduň	8uduN
suratkeşleriniň	8urotkeSleriniN
sylagly	8uloXlu
syrlaryny	8urlorunu
söweşiň	8EbESeN
sürmek	8ermEk
tagzym	toX8um
tapyldy	topullu
tassyklaýjy	to88uqloyju
taýýarlanylyşy	toyyorlonuluSu
tehnikany	tehnikonu
tehnologiýasyny	tehnologiyo8unu
terbiýelemekde	terbiyelemekde
terminalyň	terminoluN
tohumynyň	toxumunuN
tutujynyň	tutujunuN
tutulmagy	tutulmoXu
täzelenýär	tE8elenyEr
türgenden	terXEnnen
türgenlere	terXEnlere
türgenlerini	terXEnlerini
türkiýeli	terkeyeli
ugratdylar	uXrotdulor
ukybyna	uqubuno
ulanýarlar	ulonyorlor
uniwersitet	uniber8itet
uçastogynda	uCo88oXunno
wekilhanalary	bekilxonoloru
welaýatlardan	beloyotlordon
wezipäniň	be8ipEniN
ynandyrmalarymy	unonnurmolorumu
ynsanyň	un8onuN
zalda	8ollo
zatlara	8otloro
zawodlary	8obodloru
zawodlaryň	8obodloruN
Çagalaryň	CoXoloruN
Öňdebaryjy	ENNEboruju
Ýaşlaryň	yoSloruN
äpet	Epet
çagalarynyň	CoXolorunuN
çaltlandyrmak	Coltlonnurmoq
çalyşýarlar	ColuSyorlor
çapyksuwarlar	Copuq8uborlor
çekilmegine	CekilmeXine
çemeleşmegi	CemeleSmeXi
çeşmeler	CeSmeler
çeşmelerden	CeSmelerden
çäklendirmezden	CEklennirme88en
çäklendirmäge	CEklennirmEge
çözgütleriň	CE8XetlEreN
öndürilip	Ennerelep
ösüşler	E8eSlEr
öwrenýär	EbrEnyEr
öwüşgini	EbeSXene
öýlerinde	Eylerinne
öňi	ENe
üstünligini	e88enleXeni
ýakasynda	yoqo8unno
ýakynlaşyp	yoqunloSup
ýaramlylyk	yoromluluq
ýarysyndan	yoru8unnon
ýataklarynyň	yotoqlorunuN
ýazýar	yo8yor
ýaň	yoN
ýaşlarymyzyň	yoSlorumu8uN
ýaşyny	yoSunu
ýetirijiniň	yetirijiniN
ýetişdirýän	yetiSdiryEn
ýitirendigi	yitirenniXi
ýokarlandyrmakda	yoqorlonnurmoqdo
ýokarsynda	yoqor8unno
ýollaryna	yolloruno
ýolundan	yolunnon
ýygnak	yuXnoq
ýygymlary	yuXumloru
ýyldyz	yullu8
ýöredilmegi	yErEdelmeXi
ýöredişi	yErEdeSi
ýörüte	yEretE
ýüklenilen	yeklEnelEn
ýüzlenme	ye8lEnme
Şypahana	Supoxono
şahamçalarynyň	SoxomColorunuN
şägirdi	SEXirdi
žurnalynyň	ZurnolunuN
Agyz	oXu8
Ali	oli
Alnyp	olnup
Alyhezretiňiz	oluxe8retiNi8
Arkadagymyz	orqodoXumu8
Balkanabatda	bolqonobotdo
Banklar	bonklor
Bergidaryň	berXidoruN
Binalaryň	binoloruN
Bürünç	berenC
Daşaýjy	doSoyju
Diýar	diyor
Gelip	gelip
Germaniýada	germoniyodo
Graždan	XroZdon
Gurluşygyň	gurluSuXuN
Görnüşi	gErneSe
Güman	gemon
Halkyň	xolquN
Haýyşnamaçynyň	xoyuSnomoCunuN
Hindistanda	hinni88onno
Howpsuzlyk	xobp8u8luq
Ipoteka	ipoteko
Irina	irino
Kabinetine	qobinetine
Kazan	qo8on
Kärhanada	kErxonodo
Köne	kEnE
Makalada	moqolodo
Mollagara	molloXoro
Morfologiýa	morfologiyo
Netijeli	netijeli
Nikany	nikonu
Nikanyň	nikonuN
Nyrh	nurh
Oguzhanyň	oXu8xonuN
Petronas	petrono8
Sergeý	8erXey
Sumbar	8ummor
Taslamada	to8lomodo
Teatryň	teotruN
Tiz	ti8
