a-vorto	avorto
laptevo	laptevo
lardi	lardi
lardo	lardo
laredoj	laredoi
lariko	lariko
laringa frikativo	laringa frikativo
laringito	laringito
laringo	laringo
larmi	larmi
larmiga gaso	larmiga gaso
larmo	larmo
larmogaso	larmogaso
laro	laro
laroformaj	laroformai
larvo	larvo
larĝa	larja
larĝanima	larjanima
larĝanimeco	larjanimeco
larĝeco	larjeco
larĝo	larjo
lasciva	lasciva
lascivo	lascivo
lasera lokalizilo	lasera lokalizilo
laserdiodo	laserdiodo
lasero	lasero
lasi	lasi
lasta	lasta
lastatempe	lastatempe
laste sed ne balaste	laste sed ne balaste
latanio	latanio
latenta	latenta
latenti	latenti
latento	latento
latero	latero
lati	lati
latia	latia
latiano	latiano
latina kruco	latina kruco
latinidaj lingvoj	latinidai lingvoi
latino	latino
latio	latio
latiro	latiro
latiso	latiso
latitudo	latitudo
latkrado	latkrado
latkurteno	latkurteno
lato	lato
latrino	latrino
latrono	latrono
latuna	latuna
latuno	latuno
latva	latva
latvio	latvio
latvo	latvo
latvuja	latvuia
latvujano	latvuiano
latvujo	latvuio
lavango	lavango
lavejo	laveio
lavendo	lavendo
lavi	lavi
lavmaŝino	lavmaSino
lavpulvoro	lavpulvoro
lavro	lavro
lavsodo	lavsodo
lavujo	lavuio
lavumi	lavumi
lavurseto	lavurseto
lavurso	lavurso
lavĉambro	lavCambro
lazareto	lazareto
lazaro	lazaro
lazi	lazi
lazo	lazo
lazura	lazura
lazurito	lazurito
lazuro	lazuro
lazurŝtono	lazurStono
laĉi	laCi
laĉo	laCo
laŭ	lau
laŭa	laua
laŭbo	laubo
laŭcela	laucela
laŭdano	laudano
laŭdi	laudi
laŭdinda	laudinda
laŭdire	laudire
laŭeble	laueble
laŭflue	lauflue
laŭgramatika	laugramatika
laŭigi	lauigi
laŭiri	lauiri
laŭkape	laukape
laŭkuri	laukuri
laŭleĝa	lauleja
laŭliniigi	lauliniigi
laŭlonge	laulonge
laŭlonge de	laulonge de
laŭmezura	laumezura
laŭpeze	laupeze
laŭplaĉe	lauplaCe
laŭracoj	lauracoi
laŭrazio	laurazio
laŭreato	laureato
laŭrencio	laurencio
laŭrenco	laurenco
laŭrentio	laurentio
laŭro	lauro
laŭroj	lauroi
laŭrokrono	laurokrono
laŭta	lauta
laŭtakcento	lautakcento
laŭtlegi	lautlegi
laŭtparolilo	lautparolilo
laŭvera logiko	lauvera logiko
laŭvice	lauvice
laŭvole	lauvole
laŭvorte	lauvorte
lebega	lebega
lebega integralo	lebega integralo
lebega mezuro	lebega mezuro
lebego	lebego
leciono	leciono
lecitino	lecitino
ledo	ledo
legacio	legacio
legala	legala
legaleco	legaleco
legate	legate
legato	legato
legendo	legendo
legi	legi
legilo	legilo
legio	legio
legitima	legitima
legitimacio	legitimacio
legitimaĵo	legitimaZo
legitimi	legitimi
legitimiĝi	legitimiji
lego	lego
legomo	legomo
legomĝardeno	legomjardeno
legopova	legopova
legopovi	legopovi
legopovigi	legopovigi
legopovigo	legopovigo
legopovo	legopovo
legosalono	legosalono
legumenacoj	legumenacoi
legumeno	legumeno
legumino	legumino
lekanteto	lekanteto
lekanto	lekanto
lekcii	lekcii
lekcio	lekcio
leki	leki
leksiko	leksiko
leksikografio	leksikografio
leksikografo	leksikografo
leksikologio	leksikologio
leksikologo	leksikologo
leksikono	leksikono
lektoro	lektoro
lelistado	lelistado
lemniskato	lemniskato
lemno	lemno
lemo	lemo
lempiro	lempiro
leno	leno
lenso	lenso
lento	lento
lentugo	lentugo
leonfaŭko	leonfauko
leono	leono
leontodo	leontodo
leopardo	leopardo
leopoldo	leopoldo
lepidodendro	lepidodendro
lepidopteroj	lepidopteroi
leporedoj	leporedoi
leporhundo	leporhundo
leporo	leporo
leporuloj	leporuloi
lepro	lepro
lepto	lepto
leptono	leptono
lernejo	lerneio
lerni	lerni
lernigi	lernigi
lernolibro	lernolibro
lernoservo	lernoservo
lerta	lerta
lerteco	lerteco
lertiĝi	lertiji
lertulo	lertulo
lesba	lesba
lesbanino	lesbanino
lesbo	lesbo
lesivi	lesivi
lesivo	lesivo
lesoto	lesoto
lespedezo	lespedezo
letargio	letargio
leteri	leteri
leterkesto	leterkesto
leterkolombo	leterkolombo
letero	letero
leterportisto	leterportisto
levi	levi
levido	levido
leviero	leviero
levilo	levilo
levitacii	levitacii
levitacio	levitacio
leviĝi	leviji
leviĝo	levijo
levjatano	levyatano
levkojo	levkoio
levo	levo
levponto	levponto
levpordo	levpordo
levrelo	levrelo
levstango	levstango
lezi	lezi
lezo	lezo
leĝa	leja
leĝaro	lejaro
leĝigi	lejigi
leĝisto	lejisto
leĝo	lejo
leĝoforta	lejoforta
leĝoscienco	lejoscienco
leŭgo	leugo
leŭkemio	leukemio
leŭkocito	leukocito
leŭkojo	leukoio
leŭkomaino	leukomaino
leŭso	leuso
leŭtenanto	leutenanto
li	li
lia	lia
liano	liano
liaso	liaso
libanano	libanano
libano	libano
libelo	libelo
libera	libera
libera docento	libera docento
libera profesio	libera profesio
libera volo	libera volo
liberala	liberala
liberalismo	liberalismo
libere	libere
libereco	libereco
liberigi	liberigi
liberio	liberio
liberiĝi	liberiji
liberkredo	liberkredo
libero	libero
liberpensulo	liberpensulo
libertempo	libertempo
libertinismo	libertinismo
libervola	libervola
libervolismo	libervolismo
libido	libido
libio	libio
librejo	libreio
libreto	libreto
libro	libro
librobretaro	librobretaro
librotenado	librotenado
librotenejo	libroteneio
librotenisto	librotenisto
librovendejo	librovendeio
libroŝranko	libroSranko
liceano	liceano
licencio	licencio
licenciulo	licenciulo
licenco	licenco
licencplato	licencplato
liceo	liceo
lici	lici
licio	licio
lieno	lieno
liero	liero
lieĝo	liejo
lifto	lifto
ligamento	ligamento
ligi	ligi
ligillisto	ligillisto
ligilo	ligilo
ligna ŝuo	ligna Suo
lignaĵisto	lignaZisto
lignito	lignito
ligno	ligno
lignokarbo	lignokarbo
lignolaboristo	lignolaboristo
lignonajlo	lignonailo
lignoskarabo	lignoskarabo
lignoŝuo	lignoSuo
ligo	ligo
ligulo	ligulo
ligura	ligura
ligurio	ligurio
liguro	liguro
ligurujo	liguruio
ligustro	ligustro
ligverbo	ligverbo
likado	likado
likeno	likeno
liki	liki
likimuna	likimuna
liknido	liknido
liko	liko
likopodia pulvoro	likopodia pulvoro
likopodiacoj	likopodiacoi
likopodio	likopodio
likopodioplantoj	likopodioplantoi
liktoro	liktoro
likva	likva
likvaĵo	likvaZo
likvidi	likvidi
likvido	likvido
likvigi	likvigi
likvoro	likvoro
lila	lila
liliacoj	liliacoi
lilio	lilio
liliputa	liliputa
lilito	lilito
lilo	lilo
lima	lima
limaedoj	limaedoi
limakedoj	limakedoi
limako	limako
limando	limando
limao	limao
limbo	limbo
limburgo	limburgo
limeriko	limeriko
limesinfimo	limesinfimo
limeso	limeso
limesosupremo	limesosupremo
limfa	limfa
limfa angio	limfa angio
limfa vazo	limfa vazo
limfangito	limfangito
limfata	limfata
limfata 	limfata
limfatismo	limfatismo
limfo	limfo
limfonodo	limfonodo
limi	limi
limigi	limigi
limimposto	limimposto
limito	limito
limiĝi	limiji
limlando	limlando
limlinio	limlinio
limnologiisto	limnologiisto
limnologio	limnologio
limo	limo
limokazo	limokazo
limonado	limonado
limonito	limonito
limtempo	limtempo
limŝtono	limStono
linacoj	linacoi
lineara	lineara
lineara algebro	lineara algebro
lineara kombinaĵo	lineara kombinaZo
lineare dependa	lineare dependa
lineare nedependa	lineare nedependa
lineare sendependa	lineare sendependa
lineo	lineo
lingva	lingva
lingvano	lingvano
lingvistika	lingvistika
lingvistiko	lingvistiko
lingvisto	lingvisto
lingvo	lingvo
lingvopolitiko	lingvopolitiko
lingvoprojekto	lingvoproiekto
lingvoscienca	lingvoscienca
lingvosciencisto	lingvosciencisto
lingvoscienco	lingvoscienco
lingvosento	lingvosento
linia	linia
liniaro	liniaro
linie	linie
linifaldo	linifaldo
linii	linii
liniilo	liniilo
linio	linio
linko	linko
lino	lino
linolea tolo	linolea tolo
linoleo	linoleo
linoleumo	linoleumo
linotipisto	linotipisto
linotipo	linotipo
lintelo	lintelo
linukso	linukso
linĉa	linCa
linĉanto	linCanto
linĉi	linCi
linĉito	linCito
linĉo	linCo
lio	lio
lipharoj	lipharoi
lipido	lipido
lipmieni	lipmieni
lipo	lipo
lirika	lirika
lirikeco	lirikeco
lirikisto	lirikisto
liriko	liriko
lirismo	lirismo
liro	liro
listelo	listelo
listero	listero
listigi	listigi
listo	listo
litanio	litanio
litargiro	litargiro
litaĵo	litaZo
litcimo	litcimo
literatoro	literatoro
literaturisto	literaturisto
literaturo	literaturo
literaturscienco	literaturscienco
litero	litero
literumi	literumi
literumilo	literumilo
litino	litino
litio	litio
litkadro	litkadro
lito	lito
litografaĵo	litografaZo
litografi	litografi
litografio	litografio
litografisto	litografisto
litorinedoj	litorinedoi
litorino	litorino
litoto	litoto
litotuko	litotuko
litovio	litovio
litovo	litovo
litovujo	litovuio
litro	litro
litrumacoj	litrumacoi
litrumo	litrumo
littuko	littuko
liturgio	liturgio
liuto	liuto
liva	liva
liveranto	liveranto
liveri	liveri
livida	livida
livido	livido
livio	livio
livreo	livreo
liĉiarbo	liCiarbo
liĉio	liCio
liĉiujo	liCiuio
liĥtenŝtejno	lixtenSteino
lobelio	lobelio
lobiado	lobiado
lobii	lobii
lobio	lobio
lobo	lobo
lodiklo	lodiklo
lodo	lodo
lofi	lofi
logaritma dekremento	logaritma dekremento
logaritma derivaĵo	logaritma derivaZo
logaritma spiralo	logaritma spiralo
logaritmo	logaritmo
logaĵo	logaZo
logi	logi
logika	logika
logika operacio	logika operacio
logikeco	logikeco
logiko	logiko
logilo	logilo
logistiko	logistiko
loglano	loglano
logo	logo
logogrifo	logogrifo
logotipo	logotipo
lojala	loiala
lojaleco	loialeco
lojto	loito
loka	loka
loka koncilio	loka koncilio
loka reto	loka reto
lokadverbo	lokadverbo
lokalizi	lokalizi
lokalizilo	lokalizilo
lokalo	lokalo
lokaro	lokaro
lokaĵaro	lokaZaro
lokaĵo	lokaZo
lokaŭto	lokauto
loki	loki
lokkazo	lokkazo
loknombro	loknombro
loko	loko
lokomobilo	lokomobilo
lokomotivo	lokomotivo
loksidiĝi	loksidiji
loksio	loksio
lokumi	lokumi
lokusto	lokusto
lolo	lolo
lombardejo	lombardeio
lombardi	lombardi
lombardisto	lombardisto
lombardo	lombardo
lombardoj	lombardoi
lombardujo	lombarduio
londona akciborso	londona akciborso
londona biblio	londona biblio
londono	londono
longa	longa
longa fingro	longa fingro
longanarbo	longanarbo
longano	longano
longanujo	longanuio
longatempe	longatempe
longdaŭra	longdaura
longe	longe
longeco	longeco
longedaŭra	longedaura
longigita cikloido	longigita cikloido
longigita epicikloido	longigita epicikloido
longigita hipocikloido	longigita hipocikloido
longitudo	longitudo
longo	longo
longoforma	longoforma
longtempe	longtempe
longŝelo	longSelo
lonicero	lonicero
lontana	lontana
lorantacoj	lorantacoi
lordo	lordo
lorneto	lorneto
lorno	lorno
lotado	lotado
lotaĵo	lotaZo
loteca	loteca
loteca variablo	loteca variablo
loterio	loterio
loti	loti
lotilo	lotilo
lotmaŝino	lotmaSino
loto	loto
lotoso	lotoso
lotujo	lotuio
lotumi	lotumi
lotuso	lotuso
loveno	loveno
lozanĝo	lozanjo
loĝantaro	lojantaro
loĝanto	lojanto
loĝaŭto	lojauto
loĝdomo	lojdomo
loĝebla	lojebla
loĝejo	lojeio
loĝi	loji
loĝigi	lojigi
loĝio	lojio
loĝistiko	lojistiko
loĵbanisto	loZbanisto
loĵbano	loZbano
lubrikaĵo	lubrikaZo
lubriki	lubriki
lubrikilo	lubrikilo
lubriko	lubriko
lucerno	lucerno
luciano	luciano
lucida	lucida
ludi	ludi
ludilo	ludilo
ludkarto	ludkarto
ludo	ludo
ludoni	ludoni
ludoviko	ludoviko
lufo	lufo
lugro	lugro
lugrovelo	lugrovelo
lui	lui
luidoro	luidoro
luigi	luigi
lukanedoj	lukanedoi
lukano	lukano
luko	luko
luksa	luksa
luksemburgio	luksemburgio
luksemburgo	luksemburgo
lukso	lukso
lukti	lukti
lukumo	lukumo
luli	luli
lulilo	lulilo
lulkanto	lulkanto
lulseĝo	lulsejo
luma	luma
lumaĵo	lumaZo
lumbaĵo	lumbaZo
lumbildo	lumbildo
lumbo	lumbo
lumbrikedoj	lumbrikedoi
lumbriko	lumbriko
lumdiskego	lumdiskego
lumdisko	lumdisko
lumfibro	lumfibro
lumgaso	lumgaso
lumhoro	lumhoro
lumi	lumi
lumigi	lumigi
lumigilo	lumigilo
lumilo	lumilo
lumineska	lumineska
lumineskaĵo	lumineskaZo
lumineski	lumineski
luminesko	luminesko
lumingo	lumingo
lumjaro	lumyaro
lumkondukilo	lumkondukilo
lumminuto	lumminuto
lumo	lumo
lumoŝirmilo	lumoSirmilo
lumpulsi	lumpulsi
lumrapido	lumrapido
lumsekundo	lumsekundo
lumstrio	lumstrio
lumtago	lumtago
lumturo	lumturo
lumŝirmilo	lumSirmilo
luna	luna
luna kalendaro	luna kalendaro
lunario	lunario
lunarko	lunarko
lunatiko	lunatiko
lundaŭro	lundauro
lundo	lundo
lunkalendaro	lunkalendaro
luno	luno
lunperiodo	lunperiodo
lunĉo	lunCo
luparaneedoj	luparaneedoi
luparaneo	luparaneo
lupeno	lupeno
lupeo	lupeo
lupido	lupido
lupino	lupino
lupo	lupo
lupolo	lupolo
lupreni	lupreni
lupuso	lupuso
lusoldato	lusoldato
lustro	lustro
lutecio	lutecio
luteranismo	luteranismo
luterano	luterano
luterismo	luterismo
lutero	lutero
luti	luti
lutro	lutro
luzerno	luzerno
maato	maato
maceri	maceri
maco	maco
madagaskaro	madagaskaro
madejro	madeiro
madono	madono
madrigalo	madrigalo
mafia	mafia
mafiano	mafiano
mafio	mafio
mafiulo	mafiulo
magazenego	magazenego
magazeno	magazeno
magazino	magazino
magia	magia
magiaĵo	magiaZo
magiisto	magiisto
magio	magio
magistrato	magistrato
magistro	magistro
magmo	magmo
magnato	magnato
magneta	magneta
magneta disko	magneta disko
magnetigi	magnetigi
magnetismo	magnetismo
magnetito	magnetito
magneto	magneto
magnetofono	magnetofono
magnezio	magnezio
magnezito	magnezito
magnezo	magnezo
magnoliacoj	magnoliacoi
magnolio	magnolio
magnolioplantoj	magnolioplantoi
mago	mago
magra	magra
magrebano	magrebano
magrebo	magrebo
mahabarato	mahabarato
mahagono	mahagono
mahajana	mahaiana
mahajano	mahaiano
mahaviro	mahaviro
mahometano	mahometano
mahometo	mahometo
mahometo 	mahometo
maizflokoj	maizflokoi
maizkaĉo	maizkaCo
maizo	maizo
maizpano	maizpano
maizviskio	maizviskio
majenco	maienco
majesta	maiesta
majesto	maiesto
majfloro	maifloro
majno	maino
majo	maio
majoliko	maioliko
majonezo	maionezo
majorano	maiorano
majordomo	maiordomo
majoritato	maioritato
majoro	maioro
majskarabo	maiskarabo
majstraĵo	maistraZo
majstro	maistro
majstroverko	maistroverko
majuskla	maiuskla
majusklo	maiusklo
makabra	makabra
makadami	makadami
makadamo	makadamo
makako	makako
makaronio	makaronio
makarono	makarono
makedonio	makedonio
makedono	makedono
makedonujo	makedonuio
makiavela	makiavela
makintoŝo	makintoSo
makintoŝulo	makintoSulo
makiso	makiso
makleraĵo	makleraZo
makleri	makleri
makleristo	makleristo
makrocefaledoj	makrocefaledoi
makrocefalo	makrocefalo
makroo	makroo
makropedoj	makropedoi
makropo	makropo
maksimiliano	maksimiliano
maksimo	maksimo
maksimuma	maksimuma
maksimumejo	maksimumeio
maksimumiganto	maksimumiganto
maksimumo	maksimumo
makuli	makuli
makulo	makulo
makzelo	makzelo
malaboni	malaboni
malabunda	malabunda
malafabla	malafabla
malagnoski	malagnoski
malagrabla	malagrabla
malagrafi	malagrafi
malajzio	malaizio
malakcepti	malakcepti
malakito	malakito
malakorda	malakorda
malakordi	malakordi
malakordigebla	malakordigebla
malakordo	malakordo
malaktuala	malaktuala
malakuta	malakuta
malalta	malalta
malalta tajdo	malalta taido
malaltigi	malaltigi
malaltmaro	malaltmaro
malambiguigi	malambiguigi
malamiko	malamiko
malamo	malamo
malantaŭ	malantau
malantaŭa	malantaua
malantaŭa grajpo	malantaua graipo
malantaŭaĵo	malantauaZo
malantaŭe	malantaue
malantaŭen	malantauen
malantaŭeniri	malantaueniri
malantaŭo	malantauo
malaperi	malaperi
malaperigi	malaperigi
malaranĝi	malaranji
malario	malario
malarmi	malarmi
malasidua	malasidua
malavara	malavara
malavio	malavio
malaŭo	malauo
malbanala	malbanala
malbela	malbela
malbeni	malbeni
malbeno	malbeno
malbildo	malbildo
malblindigi	malblindigi
malblindiĝi	malblindiji
malbolti	malbolti
malbona	malbona
malbonavida	malbonavida
malbonaŭgura	malbonaugura
malbonfamigi	malbonfamigi
malbonigi	malbonigi
malbonintenca	malbonintenca
malbonintenco	malbonintenco
malbonodori	malbonodori
malbutoni	malbutoni
malbutonumi	malbutonumi
malcedema	malcedema
malcedi	malcedi
malcerta	malcerta
maldaŭra	maldaura
maldeca	maldeca
maldekstra	maldekstra
maldekstra klaso	maldekstra klaso
maldekstre	maldekstre
maldekstre de	maldekstre de
maldekstrulo	maldekstrulo
maldekstruma	maldekstruma
maldelikata	maldelikata
maldelikate	maldelikate
maldelikatulo	maldelikatulo
maldensa	maldensa
maldensiĝi	maldensiji
malderivaĵo	malderivaZo
maldetala	maldetala
maldetale	maldetale
maldika	maldika
maldika intesto	maldika intesto
maldikiĝi	maldikiji
maldiligenta	maldiligenta
maldiligenteco	maldiligenteco
maldiligento	maldiligento
maldiligentulo	maldiligentulo
maldilui	maldilui
maldiskreta	maldiskreta
maldiversa	maldiversa
maldivoj	maldivoi
maldormi	maldormi
maldrasta	maldrasta
maldungi	maldungi
malebriiĝi	malebriiji
malekvilibrigi	malekvilibrigi
malema	malema
maleo	maleo
maleolo	maleolo
malesotera	malesotera
malesperi	malesperi
malesperigi	malesperigi
malespero	malespero
malesti	malesti
malestimi	malestimi
maleviti	maleviti
malfacila	malfacila
malfacilaĵo	malfacilaZo
malfaciligi	malfaciligi
malfaldi	malfaldi
malfari	malfari
malfeliĉa	malfeliCa
malfeliĉe	malfeliCe
malfermaĵo	malfermaZo
malfermfrukto	malfermfrukto
malfermi	malfermi
malfermita	malfermita
malfidela	malfidela
malfideliĝi	malfideliji
malfidi	malfidi
malfinia	malfinia
malfinio	malfinio
malfirma	malfirma
malflusi	malflusi
malfluso	malfluso
malfono	malfono
malforta	malforta
malforta topologio	malforta topologio
malfortaĵo	malfortaZo
malforte konverĝa	malforte konverja
malfortigi	malfortigi
malfortiĝi	malfortiji
malfreŝa	malfreSa
malfrua	malfrua
malfrui	malfrui
malfruigi	malfruigi
malfruiĝi	malfruiji
malfruo	malfruo
malgaja	malgaia
malgaji	malgaii
malgajni	malgaini
malgajo	malgaio
malglata	malglata
malglora	malglora
malglori	malglori
malgloriga	malgloriga
malglorigi	malglorigi
malgloro	malgloro
malglui	malglui
malgracia	malgracia
malgrand-azio	malgrandazio
malgranda	malgranda
malgranda duonakso	malgranda duonakso
malgranda fingro	malgranda fingro
malgranda kalorio	malgranda kalorio
malgranda litero	malgranda litero
malgranda pando	malgranda pando
malgranda ursino	malgranda ursino
malgranda ĉimpanzo	malgranda Cimpanzo
malgrandegulo	malgrandegulo
malgrandioza	malgrandioza
malgrandpolujo	malgrandpoluio
malgrasa	malgrasa
malgrava	malgrava
malgravaĵo	malgravaZo
malgravigi	malgravigi
malgraŭ	malgrau
malgraŭ ke	malgrau ke
malgraŭe	malgraue
malhardi	malhardi
malhavi	malhavi
malhaŭso	malhauso
malhelpa	malhelpa
malhelpi	malhelpi
malhelpo	malhelpo
malhisi	malhisi
malhonestaĵo	malhonestaZo
malhonesteco	malhonesteco
malhonesto	malhonesto
malhonora	malhonora
malhonori	malhonori
malhumila	malhumila
malica	malica
maliceta	maliceta
maligna	maligna
malimplici	malimplici
malimpliki	malimpliki
malinda	malinda
malinfekti	malinfekti
malinflacio	malinflacio
malinklina	malinklina
malinstali	malinstali
malinstalilo	malinstalilo
malinstigi	malinstigi
malinteligenta	malinteligenta
malio	malio
malizotropa	malizotropa
maljesi	malyesi
maljuna	malyuna
maljuneco	malyuneco
maljungi	malyungi
maljuniĝi	malyuniji
maljunulo	malyunulo
maljusta	malyusta
maljustaĵo	malyustaZo
maljusteco	malyusteco
malkajo	malkaio
malkaresi	malkaresi
malkateni	malkateni
malkatizi	malkatizi
malkava	malkava
malkaŝa	malkaSa
malkaŝi	malkaSi
malkaŝo	malkaSo
malkiel	malkiel
malklara	malklara
malklera	malklera
malklerulo	malklerulo
malkodi	malkodi
malkohera	malkohera
malkombi	malkombi
malkomenti	malkomenti
malkompakta	malkompakta
malkompata	malkompata
malkompatema	malkompatema
malkompatemo	malkompatemo
malkompetenta	malkompetenta
malkompleta	malkompleta
malkomponi	malkomponi
malkomponiĝi	malkomponiji
malkomprenebla	malkomprenebla
malkompreno	malkompreno
malkoncentri	malkoncentri
malkondamni	malkondamni
malkonekti	malkonekti
malkonfesi	malkonfesi
malkonfidema	malkonfidema
malkonfidi	malkonfidi
malkonfido	malkonfido
malkonfirmi	malkonfirmi
malkonfuzi	malkonfuzi
malkonkreta	malkonkreta
malkonsenti	malkonsenti
malkonsili	malkonsili
malkonstrui	malkonstrui
malkonverĝa	malkonverja
malkonverĝi	malkonverji
malkorekta	malkorekta
malkovri	malkovri
malkreditigi	malkreditigi
malkreskanta	malkreskanta
malkreski	malkreski
malkroĉi	malkroCi
malkulmino	malkulmino
malkvieta	malkvieta
mallaborema	mallaborema
mallaŭdi	mallaudi
mallaŭdinda	mallaudinda
mallegala	mallegala
mallerta	mallerta
mallevi	mallevi
malleviĝi	malleviji
malleviĝo	mallevijo
mallibera	mallibera
malliberejo	mallibereio
malliberigi	malliberigi
malliberulo	malliberulo
malligi	malligi
mallogi	mallogi
mallojala	malloiala
