va	vE
Ommaviy	ommEviy
Organizmning	orgEnizmniN
Oʻsimliklarning	osimliklErniN
Purkinye	purkinye
Qibray	qibrEy
Qohira	qohirE
Qorasuv	qorEsuv
Rangi	rENi
Repertuaridan	repertuEridEn
Sanoatning	sEnoEtniN
Saratov	sErEtov
Shekspir	Sekspir
Sibirning	sibirniN
Skandinaviya	skEndinEviyE
Solih	solih
Somoniylar	somoniylEr
Soveti	soveti
Sugʻorish	suXoriS
Tashkilot	tESkilot
Tatariston	tEtEriston
Teatrning	teEtrniN
Tugʻma	tuXmE
Uzunligi	uzunligi
Van	vEn
Vashington	vESiNton
Viktoriya	viktoriyE
Xonkandi	XonkEndi
Xurosonda	XurosondE
YESY	yesy
Yava	yEvE
Yoz	yoz
Yugoslaviya	yugoslEviyE
Yuqoridagi	yuqoridEgi
Yura	yurE
Yuz	yuz
Zakavkazye	zEkEvkEzye
afsona	EfsonE
agregat	EgregEt
ajraladigan	EjrElEdigEn
ajratilib	EjrEtilib
akalari	EkElEri
aktrisa	EktrisE
algebra	ElgebrE
aloqani	EloqEni
amirlar	EmirlEr
amirlik	Emirlik
aqlli	Eqlli
arqon	Erqon
atalmish	EtElmiS
atletika	EtletikE
avtomobillarni	EvtomobillErni
ayollarga	EyollErgE
badan	bEdEn
bagʻrida	bEXridE
baliqlarning	bEliqlErniN
barvaqt	bErvEqt
baza	bEzE
bazasini	bEzEsini
belgilarga	belgilErgE
berishini	beriSini
bezagi	bezEgi
bilimini	bilimini
birikadi	birikEdi
bitgan	bitgEn
bob	bob
boshlanishida	boSlEniSidE
boshqaradigan	boSqErEdigEn
boshqarishga	boSqEriSgE
bosilib	bosilib
bosimining	bosiminiN
bosmaxona	bosmEXonE
boʻlajak	bolEjEk
boʻyoklar	boyoklEr
britan	britEn
buyrugʻi	buyruXi
buyrugʻiga	buyruXigE
darvozalari	dErvozElEri
dasturni	dEsturni
davlatda	dEvlEtdE
devorlarini	devorlErini
dinida	dinidE
doirasidagi	doirEsidEgi
dub	dub
duragay	durEgEy
dushmanning	duSmEnniN
effekt	effekt
efirda	efirdE
efirga	efirgE
efirlari	efirlEri
ehtimoli	ehtimoli
ekinlarini	ekinlErini
ekologiya	ekologiyE
ellarga	ellErgE
erishilgan	eriSilgEn
etilgandan	etilgEndEn
etilishiga	etiliSigE
etnografiya	etnogrEfiyE
ettirishga	ettiriSgE
faoliyatning	fEoliyEtniN
farqlar	fErqlEr
finalga	finElgE
flotining	flotiniN
fojiasi	fojiEsi
fon	fon
fosfat	fosfEt
foto	foto
foydalanadilar	foydElEnEdilEr
funksiyalarini	funksiyElErini
funksiyalarni	funksiyElErni
garov	gErov
geokimyoviy	geokimyoviy
gidrologik	gidrologik
gilamlar	gilEmlEr
goʻyo	goyo
goʻzalligi	gozElligi
gullab	gullEb
gumanitar	gumEnitEr
guvohlik	guvohlik
gʻarbi	XErbi
gʻildirakli	XildirEkli
gʻoyalarni	XoyElErni
gʻoʻzaning	XozEniN
hamohang	hEmohEN
harakatlanib	hErEkEtlEnib
havoga	hEvogE
havola	hEvolE
havosi	hEvosi
hayvonlarini	hEyvonlErini
hisoblanmaydi	hisoblEnmEydi
hisoblashda	hisoblESdE
hissasiga	hissEsigE
holga	holgE
hujayralarda	hujEyrElErdE
hujayrasi	hujEyrEsi
huquqlar	huquqlEr
huquqning	huquqniN
ifodalab	ifodElEb
immun	immun
institutda	institutdE
intildi	intildi
intlari	intlEri
intruziv	intruziv
irmoklari	irmoklEri
islohoti	islohoti
izotoplar	izotoplEr
jabra	jEbrE
janrlar	jEnrlEr
jarayonni	jErEyonni
jinslarida	jinslEridE
jinslarini	jinslErini
jismga	jismgE
joʻnatgan	jonEtgEn
joʻshqin	joSqin
jurnalida	jurnElidE
kalendar	kElendEr
kalla	kEllE
kamligi	kEmligi
kapillyar	kEpillyEr
kasalxonalar	kEsElXonElEr
kashfiyotlar	kESfiyotlEr
kattagina	kEttEginE
kelinmoqda	kelinmoqdE
kelishida	keliSidE
kelishilgan	keliSilgEn
kelishuvga	keliSuvgE
keltiriladigan	keltirilEdigEn
kengaytirishga	keNEytiriSgE
kilib	kilib
kilingan	kiliNEn
kinetik	kinetik
kirishga	kiriSgE
kishilari	kiSilEri
kitobning	kitobniN
klublar	klublEr
kolloid	kolloid
korporativ	korporEtiv
korxonada	korXonEdE
korxonalardan	korXonElErdEn
korxonalarining	korXonElEriniN
kovak	kovEk
koʻmak	komEk
koʻrgazmalarda	korgEzmElErdE
koʻrsatishga	korsEtiSgE
kraxmal	krEXmEl
kulgili	kulgili
kunlarda	kunlErdE
kunning	kunniN
lampa	lEmpE
layoqatli	lEyoqEtli
lik	lik
loyihalari	loyihElEri
lugʻati	luXEti
magnetit	mEgnetit
manfaatlariga	mEnfEEtlErigE
maqbaralar	mEqbErElEr
maqol	mEqol
maqomlari	mEqomlEri
mardlik	mErdlik
markali	mErkEli
markazlar	mErkEzlEr
maskanlari	mEskEnlEri
matbaa	mEtbEE
matbuotda	mEtbuotdE
matnlar	mEtnlEr
maydonlarga	mEydonlErgE
maydonlarida	mEydonlEridE
mehnatni	mehnEtni
mezbonlik	mezbonlik
mikrofirmalar	mikrofirmElEr
mikroskopik	mikroskopik
misolida	misolidE
moʻljallab	moljEllEb
mudofaasi	mudofEEsi
mufassal	mufEssEl
mulkni	mulkni
musobaqalarda	musobEqElErdE
musulmonlarning	musulmonlErniN
mutafakkirlar	mutEfEkkirlEr
muvaffaqiyatga	muvEffEqiyEtgE
narsaning	nErsEniN
narxlar	nErXlEr
natijalariga	nEtijElErigE
navbat	nEvbEt
nazariyalar	nEzEriyElEr
neytron	neytron
nisbiylik	nisbiylik
niyatida	niyEtidE
noaniq	noEniq
nomining	nominiN
nuqsonlar	nuqsonlEr
nurlarning	nurlErniN
odamlari	odEmlEri
ogʻzi	oXzi
ohaktoshlardan	ohEktoSlErdEn
oilaning	oilEniN
olinmagan	olinmEgEn
olishlari	oliSlEri
olsa	olsE
ongli	oNli
operatsiyasi	operEtsiyEsi
oradan	orEdEn
original	originEl
ortigʻi	ortiXi
ovul	ovul
oynashisha	oynESiSE
ozroq	ozroq
oʻldirgan	oldirgEn
oʻlkasida	olkEsidE
oʻlpon	olpon
oʻrgatish	orgEtiS
oʻrnashgan	ornESgEn
oʻrnidan	ornidEn
oʻrtalariga	ortElErigE
oʻsmalar	osmElEr
oʻtloqi	otloqi
oʻtmish	otmiS
oʻtsimon	otsimon
oʻzgarishini	ozgEriSini
parlamenti	pErlEmenti
payti	pEyti
pishiriladi	piSirilEdi
plato	plEto
podzol	podzol
purkash	purkES
putur	putur
qatiy	qEtiy
qaytdi	qEytdi
qaytishi	qEytiSi
qilinmoqda	qilinmoqdE
qimmatga	qimmEtgE
qishlab	qiSlEb
qismda	qismdE
qismlariga	qismlErigE
qisqartirish	qisqErtiriS
qissalari	qissElEri
qizdirilganda	qizdirilgEndE
qizgʻin	qizXin
qiziqib	qiziqib
qolgani	qolgEni
qonida	qonidE
qoraxoniylar	qorEXoniylEr
qosil	qosil
qoʻllanilishi	qollEniliSi
qoʻriqlash	qoriqlES
qoʻshilish	qoSiliS
qoʻshiqlarini	qoSiqlErini
quyma	quymE
rahbarlaridan	rEhbErlEridEn
rasadxona	rEsEdXonE
rayem	rEyem
respublikadagi	respublikEdEgi
rusumli	rusumli
sabzavotlar	sEbzEvotlEr
sabzi	sEbzi
sahnasida	sEhnEsidE
samaradorligi	sEmErEdorligi
sanoatini	sEnoEtini
sanoatni	sEnoEtni
savannalar	sEvEnnElEr
sayyohi	sEyyohi
sayyor	sEyyor
sekundiga	sekundigE
sezish	seziS
shahardagi	SEhErdEgi
sharbati	SErbEti
shaxsni	SEXsni
shia	SiE
shialar	SiElEr
shoʻro	Soro
shuvoq	Suvoq
sindirish	sindiriS
sinflar	sinflEr
singl	siNl
sistemada	sistemEdE
siyosatining	siyosEtiniN
sohasini	sohEsini
soʻrib	sorib
stratigrafik	strEtigrEfik
styasi	styEsi
suyaklar	suyEklEr
suyaklari	suyEklEri
suyuqlanish	suyuqlEniS
tadqiqotlarni	tEdqiqotlErni
tajribali	tEjribEli
tanda	tEndE
tanish	tEniS
taolo	tEolo
taqsimlangan	tEqsimlENEn
tarannum	tErEnnum
tarixidan	tEriXidEn
tarmogʻini	tErmoXini
tarmoqqa	tErmoqqE
tarqalishini	tErqEliSini
tartibini	tErtibini
tashrifi	tESrifi
tayyorladi	tEyyorlEdi
teatrning	teEtrniN
tegib	tegib
tekisligida	tekisligidE
teran	terEn
terapiya	terEpiyE
terisidan	terisidEn
termodinamik	termodinEmik
test	test
tezlanish	tezlEniS
tiklanib	tiklEnib
tildan	tildEn
tirnoq	tirnoq
tizimlarining	tizimlEriniN
togʻining	toXiniN
togʻlaridan	toXlEridEn
toifadagi	toifEdEgi
toji	toji
tokni	tokni
tubining	tubiniN
tugatilgan	tugEtilgEn
tugʻdiradi	tuXdirEdi
tumanlar	tumEnlEr
tungi	tuNi
tunnel	tunnel
turdan	turdEn
turishini	turiSini
tutilishi	tutiliSi
tutun	tutun
tuzalib	tuzElib
tuzilmalar	tuzilmElEr
tuzilmasi	tuzilmEsi
tuzishni	tuziSni
ultratovush	ultrEtovuS
umrbod	umrbod
umumxalq	umumXElq
universitetlar	universitetlEr
ustalar	ustElEr
ustoz	ustoz
ustunligi	ustunligi
uyali	uyEli
uygʻunlashgan	uyXunlESgEn
uyqu	uyqu
uzoqda	uzoqdE
vegetatsiya	vegetEtsiyE
viloyatda	viloyEtdE
voleybol	voleybol
xalklar	XElklEr
xarakterli	XErEkterli
xavfsizligini	XEvfsizligini
xiliga	XiligE
xizmatlarini	XizmEtlErini
xohlagan	XohlEgEn
xonligini	Xonligini
yadrolari	yEdrolEri
yakun	yEkun
yaqinligi	yEqinligi
yashay	yESEy
yaxshilashga	yEXSilESgE
yemirilishi	yemiriliSi
yetkazgan	yetkEzgEn
yigʻilishi	yiXiliSi
yillarga	yillErgE
yodgorliklarini	yodgorliklErini
yogʻmoy	yoXmoy
yoqib	yoqib
yotqiziklar	yotqiziklEr
yoʻldoshi	yoldoSi
yoʻnalishga	yonEliSgE
yumaloq	yumEloq
yutuqlar	yutuqlEr
yuviladi	yuvilEdi
zaharlanish	zEhErlEniS
zanjirli	zEnjirli
zaryadi	zEryEdi
zavodlarida	zEvodlEridE
zdlari	zdlEri
zodagonlari	zodEgonlEri
бу	bu
хам	XEm
AQShdagi	Eqa SdEgi
Akademik	EkEdemik
Akbarov	EkbErov
Amin	Emin
Avstraliyaning	EvstrEliyEniN
Axborot	EXborot
BXSR	beXaeser
Behbudiy	behbudiy
Berdaq	berdEq
Boburnoma	boburnomE
Bogʻ	boX
Bor	bor
Boʻr	bor
Boʻzsuv	bozsuv
Doimiy	doimiy
Elektrotexnika	elektroteXnikE
Endilikda	endilikdE
Erta	ertE
Ey	ey
Fe	fe
Georgiy	georgiy
Gruziyada	gruziyEdE
Gruziyaning	gruziyEniN
Gul	gul
Hammasi	hEmmEsi
Holid	holid
Homiladorlik	homilEdorlik
Infeksion	infeksion
Ismoilov	ismoilov
Jahondagi	jEhondEgi
Kesh	keS
Kobul	kobul
Kushon	kuSon
Mali	mEli
Markazi	mErkEzi
Mavjud	mEvjud
Moskvaga	moskvEgE
Muhammadjonov	muhEmmEdjonov
Nazariy	nEzEriy
Olmaota	olmEotE
Ovoz	ovoz
Ozod	ozod
Oʻlik	olik
Oʻtmishda	otmiSdE
OʻzME	oz me
Poyasi	poyEsi
Poʻlat	polEt
Quruq	quruq
Quyoshdan	quyoSdEn
Rajabiy	rEjEbiy
Ramazon	rEmEzon
Rassom	rEssom
Rivojlanish	rivojlEniS
Sahroi	sEhroi
Serial	seriEl
Sharqqa	SErqqE
Shayboniyxon	SEyboniyXon
Shimol	Simol
Shirvonshohlar	SirvonSohlEr
Shoʻrolar	SorolEr
Sintetik	sintetik
Taxminan	tEXminEn
Telefon	telefon
Telegraf	telegrEf
Topografik	topogrEfik
Tuprogʻi	tuproXi
Unt	unt
Urgut	urgut
Uzluksiz	uzluksiz
Vegetatsiya	vegetEtsiyE
Veterinariya	veterinEriyE
Yassi	yEssi
You	you
Zomin	zomin
adadi	EdEdi
ajrata	EjrEtE
akademiyasida	EkEdemiyEsidE
aksiya	EksiyE
aminlar	EminlEr
anik	Enik
ansambllar	EnsEmbllEr
ansambllari	EnsEmbllEri
aralashuvi	ErElESuvi
asal	EsEl
ashyosini	ESyosini
asoratlar	EsorEtlEr
asosiga	EsosigE
atmosferada	EtmosferEdE
avtoulov	Evtoulov
bahramand	bEhrEmEnd
bahs	bEhs
balli	bElli
barqarorligi	bErqErorligi
bastalagan	bEstElEgEn
bayoni	bEyoni
bemorga	bemorgE
benzin	benzin
beqaror	beqEror
berilmagan	berilmEgEn
bermadi	bermEdi
betakror	betEkror
biokimyo	biokimyo
biologiyasi	biologiyEsi
biriktirish	biriktiriS
birlashishi	birlESiSi
bitimi	bitimi
bogʻlanishi	boXlEniSi
boks	boks
borar	borEr
bosgan	bosgEn
boshining	boSiniN
boshni	boSni
boshpana	boSpEnE
bozorlarda	bozorlErdE
boʻlimlarida	bolimlEridE
boʻlsin	bolsin
boʻyiga	boyigE
boʻyni	boyni
brendi	brendi
buqoq	buqoq
burgut	burgut
burgʻi	burXi
dastgoh	dEstgoh
dasturiga	dEsturigE
davra	dEvrE
dengiziga	deNizigE
devorida	devoridE
didaktik	didEktik
dielektrik	dielektrik
doirasidan	doirEsidEn
dollardan	dollErdEn
doridarmon	doridErmon
doridarmonlar	doridErmonlEr
dramalar	drEmElEr
dramaturg	drEmEturg
duragaylari	durEgEylEri
dushmanga	duSmENE
dushmanlari	duSmEnlEri
egallashga	egEllESgE
egasiga	egEsigE
ehtiyotkorlik	ehtiyotkorlik
ekinlariga	ekinlErigE
ekranga	ekrENE
ekvator	ekvEtor
elat	elEt
elektrodlar	elektrodlEr
elementlarini	elementlErini
ellik	ellik
eritrotsitlar	eritrotsitlEr
ettiriladi	ettirilEdi
evolyutsiyasi	evolyutsiyEsi
faniga	fEnigE
faraz	fErEz
fazoning	fEzoniN
filmlarida	filmlEridE
fizikada	fizikEdE
fizikkimyoviy	fizikkimyoviy
forslar	forslEr
fotografik	fotogrEfik
gazni	gEzni
geodeziya	geodeziyE
geosinklinal	geosinklinEl
gerbi	gerbi
gilli	gilli
goho	goho
grammatika	grEmmEtikE
gravitatsiya	grEvitEtsiyE
gʻijjak	XijjEk
gʻor	Xor
haftadan	hEftEdEn
haj	hEj
haqiqati	hEqiqEti
harakatlanadigan	hErEkEtlEnEdigEn
harakatlanishi	hErEkEtlEniSi
haritalari	hEritElEri
hokimiyatiga	hokimiyEtigE
hokimlari	hokimlEri
hoshiya	hoSiyE
hosildorligini	hosildorligini
hujayralilar	hujEyrElilEr
hukmronligiga	hukmronligigE
hukumatlararo	hukumEtlErEro
idoralar	idorElEr
ijodidan	ijodidEn
ilmini	ilmini
iltimos	iltimos
imorat	imorEt
imperiyasiga	imperiyEsigE
inqiroz	inqiroz
institutning	institutniN
ionlarning	ionlErniN
ionlashgan	ionlESgEn
isbotlaydi	isbotlEydi
ishlanadigan	iSlEnEdigEn
ishongan	iSoNEn
ishqiy	iSqiy
islomda	islomdE
ixtiyorida	iXtiyoridE
izotoplari	izotoplEri
jamoadagi	jEmoEdEgi
janrining	jEnriniN
jinslarda	jinslErdE
juftdan	juftdEn
kafedralari	kEfedrElEri
kamaytiradi	kEmEytirEdi
katod	kEtod
kattasi	kEttEsi
keksa	keksE
ketmaket	ketmEket
kislotali	kislotEli
komissari	komissEri
konferensiya	konferensiyE
kongress	koNress
konlaridan	konlEridEn
konsentrlangan	konsentrlENEn
kontakt	kontEkt
korporatsiya	korporEtsiyE
koʻrinishdagi	koriniSdEgi
koʻzdan	kozdEn
kristallari	kristEllEri
kunduzi	kunduzi
kunlarida	kunlEridE
kupi	kupi
kuyi	kuyi
kuylaydi	kuylEydi
lashkar	lESkEr
lavozim	lEvozim
lavozimlarida	lEvozimlEridE
lenta	lentE
madhiya	mEdhiyE
mafkuraviy	mEfkurEviy
majburiyatlarini	mEjburiyEtlErini
maktabiga	mEktEbigE
mamlakatlaridan	mEmlEkEtlEridEn
manbaidir	mEnbEidir
mantiya	mEntiyE
maqsadlar	mEqsEdlEr
markazda	mErkEzdE
masalada	mEsElEdE
mashinada	mESinEdE
masjidni	mEsjidni
massasiga	mEssEsigE
materiallarga	mEteriEllErgE
mehmonlar	mehmonlEr
metamorfizm	metEmorfizm
metan	metEn
metodlar	metodlEr
mexanizmlari	meXEnizmlEri
mikrobiologiya	mikrobiologiyE
miqyosdagi	miqyosdEgi
modasi	modEsi
modelini	modelini
mohiyat	mohiyEt
monand	monEnd
montaj	montEj
moʻyna	moynE
mualliflarning	muElliflErniN
muammolarga	muEmmolErgE
muhandis	muhEndis
muhitini	muhitini
mulkning	mulkniN
muloqotda	muloqotdE
munosabatini	munosEbEtini
muomalasi	muomElEsi
murakkabligi	murEkkEbligi
musiqasining	musiqEsiniN
muskullarning	muskullErniN
musobaqada	musobEqEdE
mustabid	mustEbid
musulmonlarga	musulmonlErgE
n	en
nabirasi	nEbirEsi
naqshlari	nEqSlEri
nari	nEri
nashrlar	nESrlEr
nasr	nEsr
negrlar	negrlEr
nishon	niSon
nominal	nominEl
nomzodlik	nomzodlik
normalari	normElEri
nurli	nurli
obidalar	obidElEr
ogʻrigʻi	oXriXi
oilaga	oilEgE
olar	olEr
olayotgan	olEyotgEn
olimlarining	olimlEriniN
olmaslik	olmEslik
ommalashgan	ommElESgEn
onasining	onEsiniN
orbita	orbitE
organizmidagi	orgEnizmidEgi
orqada	orqEdE
oval	ovEl
oyoklari	oyoklEri
oziqlanish	oziqlEniS
oʻlkasining	olkEsiniN
oʻqishni	oqiSni
oʻsdi	osdi
oʻshanda	oSEndE
oʻzak	ozEk
oʻzgarganda	ozgErgEndE
pana	pEnE
pardalar	pErdElEr
pasttekisligi	pEsttekisligi
paxsa	pEXsE
paxtani	pEXtEni
portugal	portugEl
prinsiplari	prinsiplEri
punktlar	punktlEr
qabilalarining	qEbilElEriniN
qalamga	qElEmgE
qalb	qElb
qalqon	qElqon
qamrovli	qEmrovli
qanoti	qEnoti
qasr	qEsr
qayiq	qEyiq
qayt	qEyt
qilina	qilinE
qilinsa	qilinsE
qishi	qiSi
qiymatiga	qiymEtigE
qizdirilgan	qizdirilgEn
qoldiklari	qoldiklEri
qolipga	qolipgE
qolishadi	qoliSEdi
qolmaydi	qolmEydi
qoʻllashga	qollESgE
qurshab	qurSEb
radikallar	rEdikEllEr
rasadxonasi	rEsEdXonEsi
ravshanligi	rEvSEnligi
reaksiyalariga	reEksiyElErigE
rivojlanadigan	rivojlEnEdigEn
rollari	rollEri
romanlar	romEnlEr
romantizm	romEntizm
roʻza	rozE
ruhsat	ruhsEt
saklanadi	sEklEnEdi
salmokli	sElmokli
sara	sErE
sarmoya	sErmoyE
savollar	sEvollEr
sayyohlik	sEyyohlik
sazovordir	sEzovordir
sektori	sektori
sezilib	sezilib
shaharlardagi	SEhErlErdEgi
shimolidan	SimolidEn
shtatida	StEtidE
signallarini	signEllErini
sintezida	sintezidE
sintezini	sintezini
sirtini	sirtini
skripka	skripkE
sohalardagi	sohElErdEgi
solishda	soliSdE
sotsiologiya	sotsiologiyE
spektakllari	spektEkllEri
spiral	spirEl
spirti	spirti
stanoklar	stEnoklEr
styalari	styElEri
sulfidli	sulfidli
surish	suriS
suverenitetini	suverenitetini
suvlarini	suvlErini
tabiatdagi	tEbiEtdEgi
tafakkuri	tEfEkkuri
tagiga	tEgigE
talaygina	tElEyginE
tamoyillarini	tEmoyillErini
tanasini	tEnEsini
tanlashda	tEnlESdE
taqdirini	tEqdirini
taqlid	tEqlid
targʻibot	tErXibot
tarmogʻiga	tErmoXigE
tarqatiladi	tErqEtilEdi
tarzidagi	tErzidEgi
tashkilotining	tESkilotiniN
tashqaridagi	tESqEridEgi
tavsiflash	tEvsiflES
tayin	tEyin
tayinladi	tEyinlEdi
tekisligiga	tekisligigE
tekisliklardan	tekisliklErdEn
tekshirishda	tekSiriSdE
teoremasi	teoremEsi
ter	ter
tibbiyoti	tibbiyoti
tikiladi	tikilEdi
tilli	tilli
tomonlar	tomonlEr
topilishi	topiliSi
toshlardan	toSlErdEn
toʻgarak	togErEk
toʻlab	tolEb
toʻqimalarida	toqimElEridE
toʻqimaning	toqimEniN
toʻyinmagan	toyinmEgEn
tubiga	tubigE
tugashi	tugESi
tugʻilish	tuXiliS
tumanda	tumEndE
tumanlaridagi	tumEnlEridEgi
tura	turE
turkumlari	turkumlEri
tuzli	tuzli
ukrainlar	ukrEinlEr
umummilliy	umummilliy
unlilar	unlilEr
urgan	urgEn
urma	urmE
ustaxonasi	ustEXonEsi
ustuvorlik	ustuvorlik
uyushmasining	uyuSmEsiniN
uzunligiga	uzunligigE
uzunlik	uzunlik
vakillarini	vEkillErini
vazirining	vEziriniN
vazirligida	vEzirligidE
viloyatiga	viloyEtigE
virusli	virusli
vizual	vizuEl
vositalarning	vositElErniN
xodimning	XodimniN
xonlari	XonlEri
xonliklarida	XonliklEridE
xossaga	XossEgE
xoʻjaliklar	XojEliklEr
yadrosining	yEdrosiniN
yakunlangan	yEkunlENEn
yani	yEni
yaratganlar	yErEtgEnlEr
yaxshilanadi	yEXSilEnEdi
yaxshilaydi	yEXSilEydi
yaʻni	yE7ni
ye	ye
yerlariga	yerlErigE
yigʻilib	yiXilib
yoppasiga	yoppEsigE
yoritiladi	yoritilEdi
yoshlarni	yoSlErni
yoyilib	yoyilib
yozishni	yoziSni
yozuvga	yozuvgE
yoʻla	yolE
yoʻlidan	yolidEn
yoʻllanma	yollEnmE
yoʻtal	yotEl
yugurish	yuguriS
yuksalish	yuksEliS
yumshatish	yumSEtiS
yurtlarining	yurtlEriniN
zaharlanganda	zEhErlENEndE
zahiralari	zEhirElEri
zal	zEl
zamini	zEmini
zaxm	zEXm
zotlarini	zotlErini
zoʻrlik	zorlik
ASSR	Essr
Akbar	EkbEr
Albaniya	ElbEniyE
Arabistoni	ErEbistoni
Araz	ErEz
Armanistonda	ErmEnistondE
Asarlarida	EsErlEridE
Assambleya	EssEmbleyE
Astraxon	EstrEXon
Audi	Eudi
Avliyo	Evliyo
Aylanma	EylEnmE
Banu	bEnu
Begona	begonE
Boʻstonliq	bostonliq
Boʻz	boz
Braziliyada	brEziliyEdE
Brest	brest
Darband	dErbEnd
Davlatning	dEvlEtniN
Dehli	dehli
Dugoh	dugoh
E	e
Egey	egey
Elementar	elementEr
Energetika	energetikE
Ergash	ergES
Federal	federEl
Gegel	gegel
Goʻsht	goSt
Himolay	himolEy
Ijro	ijro
Ili	ili
Infraqizil	infrEqizil
Isfahon	isfEhon
Islomni	islomni
Ittifoqining	ittifoqiniN
James	jEmes
Jismoniy	jismoniy
Kamol	kEmol
Komilov	komilov
Korxonada	korXonEdE
Koʻrish	koriS
Kvant	kvEnt
Mahsulot	mEhsulot
Mansurov	mEnsurov
May	mEy
Misrning	misrniN
Mixail	miXEil
Miya	miyE
Moʻgʻuliston	moXuliston
Muassisi	muEssisi
Musobaqa	musobEqE
Nodirshoh	nodirSoh
Normal	normEl
Nuh	nuh
Okeaniya	okeEniyE
Okeanning	okeEnniN
Olay	olEy
Olimning	olimniN
Olingan	oliNEn
Oripov	oripov
Oyga	oygE
Oʻng	oN
Oʻzbekistonlik	ozbekistonlik
Papa	pEpE
Parkent	pErkent
Podsho	podSo
Qabul	qEbul
Qadimiy	qEdimiy
Qahramoni	qEhrEmoni
Qishi	qiSi
Qodirov	qodirov
Qoʻshiq	qoSiq
Qoʻzgʻolon	qozXolon
Respublikadagi	respublikEdEgi
Respublikaning	respublikEniN
Risolai	risolEi
Ronaldo	ronEldo
Serbiya	serbiyE
Sevgi	sevgi
Shaxsning	SEXsniN
Shohrux	SohruX
Shuhrat	SuhrEt
Tashkilotning	tESkilotniN
Termiziy	termiziy
Texasda	teXEsdE
Titan	titEn
Tok	tok
Tokio	tokio
Toshkoʻmir	toSkomir
Toʻla	tolE
Tub	tub
Tumanning	tumEnniN
Ulugʻ	uluX
Umurtqa	umurtqE
Undagi	undEgi
Usmonov	usmonov
Uzbekistonda	uzbekistondE
Valyuta	vElyutE
Vazifasiga	vEzifEsigE
Venetsiya	venetsiyE
XI	Xi
Xalifa	XElifE
Xitoydan	XitoydEn
Xudo	Xudo
Yashin	yESin
Yaxshi	yEXSi
Yevropaliklar	yevropEliklEr
Yogʻinning	yoXinniN
Z	ze
agrotexnik	EgroteXnik
agʻdarib	EXdErib
ajratishda	EjrEtiSdE
akademiyasini	EkEdemiyEsini
alifbosida	ElifbosidE
allergik	Ellergik
almashinishi	ElmESiniSi
anaerob	EnEerob
animatsion	EnimEtsion
aniqlashdan	EniqlESdEn
aniqligi	Eniqligi
anjomlari	EnjomlEri
anjumanlar	EnjumEnlEr
arablarga	ErEblErgE
aralashadi	ErElESEdi
aruz	Eruz
arxiv	ErXiv
asarlarga	EsErlErgE
asbobsozlik	Esbobsozlik
asosga	EsosgE
asrash	EsrES
astronomi	Estronomi
atmosferaga	EtmosferEgE
avlodlar	EvlodlEr
ayerlarda	EyerlErdE
aylantiriladi	EylEntirilEdi
azob	Ezob
bajarishda	bEjEriSdE
balansi	bElEnsi
baliqni	bEliqni
bankning	bEnkniN
bantu	bEntu
barokko	bErokko
belgilanishi	belgilEniSi
belgilaydigan	belgilEydigEn
beradilar	berEdilEr
berdilar	berdilEr
bezakli	bezEkli
bezatiladi	bezEtilEdi
bilar	bilEr
bildi	bildi
bildirish	bildiriS
bilimga	bilimgE
binolarni	binolErni
biridan	biridEn
bittasi	bittEsi
bloki	bloki
bogʻlanadi	boXlEnEdi
bogʻlanib	boXlEnib
bogʻlash	boXlES
boshlaganlar	boSlEgEnlEr
boshliqlari	boSliqlEri
boshqird	boSqird
bosqini	bosqini
boʻlakka	bolEkkE
boʻlaklarga	bolEklErgE
boʻlar	bolEr
boʻlindi	bolindi
boʻlishlari	boliSlEri
boʻlmas	bolmEs
boʻshligʻining	boSliXiniN
boʻyash	boyES
bugʻlanish	buXlEniS
bulut	bulut
burgʻilash	burXilES
burmalari	burmElEri
butkul	butkul
d	de
dalil	dElil
davomi	dEvomi
degani	degEni
demakdir	demEkdir
dengizdan	deNizdEn
deyishadi	deyiSEdi
did	did
dollarni	dollErni
dorilarni	dorilErni
dunyosining	dunyosiniN
dushmanni	duSmEnni
ekranda	ekrEndE
ekspeditsiyalar	ekspeditsiyElEr
eposi	eposi
erishgandan	eriSgEndEn
erishganidan	eriSgEnidEn
eroziyasi	eroziyEsi
etnografik	etnogrEfik
etsa	etsE
evolyusiya	evolyusiyE
fanlarni	fEnlErni
faollik	fEollik
farmon	fErmon
farmoniga	fErmonigE
faylasuflar	fEylEsuflEr
fazalar	fEzElEr
fazasi	fEzEsi
ferment	ferment
fi	fi
filogenetik	filogenetik
fin	fin
formula	formulE
fronti	fronti
ftorid	ftorid
fuqarosi	fuqErosi
galvanik	gElvEnik
garmonik	gErmonik
gillar	gillEr
gimnaziya	gimnEziyE
gipofiz	gipofiz
glyukoza	glyukozE
gormon	gormon
gradus	grEdus
gripp	gripp
gumon	gumon
gumoral	gumorEl
guruhlarining	guruhlEriniN
gʻazallari	XEzEllEri
hajv	hEjv
halqasimon	hElqEsimon
harflari	hErflEri
havodagi	hEvodEgi
hayvoni	hEyvoni
hayvonlardan	hEyvonlErdEn
hayz	hEyz
hidi	hidi
hiyla	hiylE
hodisani	hodisEni
hollar	hollEr
hoz	hoz
hududlardan	hududlErdEn
hududni	hududni
hujayralarining	hujEyrElEriniN
hujjatlarda	hujjEtlErdE
hukmronligini	hukmronligini
