a-oikeudet	ooikeudet
mansikkamaa	monsikkomoo
mansikkamaito	monsikkomoito
mansikkamehu	monsikkomehu
mansikkapaikka	monsikkopoikko
mansikkapelto	monsikkopelto
mansikkaviljelys	monsikkovilyelis
mansin kieli	monsin kieli
manteli	monteli
mantelilastu	montelilostu
mantelimassa	montelimosso
mantelipuu	montelipuu
mantelirouhe	montelirouhe
mantelisilmä	montelisilmE
mantelisilmäinen	montelisilmEinen
manteliöljy	montelielyi
mantere	montere
mantereinen	montereinen
mantereisuus	montereisuus
mantilja	montilyo
mantissa	montisso
manto	monto
mantopuu	montopuu
mantra	montro
manttaali	monttooli
mantteli	montteli
manttelinperijä	monttelinperiyE
mantu	montu
manu	monu
manuaali	monuooli
manuaalinen	monuoolinen
manuaalisesti	monuoolisesti
manöveroida	moneveroido
manöverointi	moneverointi
manövroida	monevroido
manööveri	moneeveri
maoismi	mooismi
maolainen	mooloinen
maolaisuus	mooloisuus
mapillinen	mopillinen
mapittaa	mopittoo
mapitus	mopitus
mappi	moppi
mar	mor
marakas	morokos
marakatti	morokotti
maraton	moroton
maraton-	moroton
maratonjuoksija	morotonyuoksiyo
maratonjuoksu	morotonyuoksu
maratonkeskustelu	morotonkeskustelu
maratonkilpailu	morotonkilpoilu
maratonkonsertti	morotonkonsertti
maratonpuhuja	morotonpuhuyo
maratonvoittaja	morotonvoittoyo
maratoonari	morotoonori
marenki	morenki
marenkikakku	morenkikokku
marenkikuorrute	morenkikuorrute
marenkikuorrutus	morenkikuorrutus
marenkileivos	morenkileivos
marenkipikkuleipä	morenkipikkuleipE
margariini	morgoriini
margariinipaketti	morgoriinipoketti
margariinirasia	morgoriinirosio
margariiniteollisuus	morgoriiniteollisuus
marginaali	morginooli
marginaalinen	morginoolinen
marginaalivero	morginoolivero
marhaminta	morhominto
mari	mori
marihuana	morihuono
mariininsininen	moriininsininen
marimba	morimbo
marin kieli	morin kieli
marina	morino
marinadi	morinodi
marinoida	morinoido
marinointi	morinointi
marinoitua	morinoituo
marionetti	morionetti
marionettihallitus	morionettihollitus
marionettiteatteri	morionettiteotteri
marisija	morisiyo
marista	moristo
marja	moryo
marja-aika	moryooiko
marjahillo	moryohillo
marjainen	moryoinen
marjaisa	moryoiso
marjakasvi	moryokosvi
marjakiisseli	moryokiisseli
marjakuusi	moryokuusi
marjamaito	moryomoito
marjamehu	moryomehu
marjanpoimija	moryonpoimiyo
marjanpoiminta	moryonpoiminto
marjanpoimuri	moryonpoimuri
marjanpuhdistin	moryonpuhdistin
marjanviljelijä	moryonvilyeliyE
marjanviljely	moryonvilyeli
marjaomenapuu	moryoomenopuu
marjapaikka	moryopoikko
marjapensas	moryopensos
marjapussi	moryopussi
marjapuuro	moryopuuro
marjapuuronpunainen	moryopuuronpunoinen
marjasato	moryosoto
marjaskarhu	moryoskorhu
marjasose	moryosose
marjastaa	moryostoo
marjastaja	moryostoyo
marjastus	moryostus
marjasäilyke	moryosEilike
marjaterttu	moryoterttu
marjatila	moryotilo
marjatomaatti	moryotomootti
marjatuokkonen	moryotuokkonen
marjaviini	moryoviini
marjavuosi	moryovuosi
marjoa	moryoo
marjonta	moryonto
market	morket
marketti	morketti
markiisi	morkiisi
markiisikangas	morkiisikongos
markiisitar	morkiisitor
markka	morkko
markkamäärä	morkkomEErE
markkamääräinen	morkkomEErEinen
markkamääräisesti	morkkomEErEisesti
markkeerata	morkkeeroto
markkeri	morkkeri
markkina	morkkino
markkina-alue	morkkinoolue
markkina-arvo	morkkinoorvo
markkina-aukko	morkkinooukko
markkinahakkuu	morkkinohokkuu
markkinahinta	morkkinohinto
markkinajohtaja	morkkinoyohtoyo
markkinajohtajuus	morkkinoyohtoyuus
markkinakauppa	morkkinokouppo
markkinakausi	morkkinokousi
markkinakoju	morkkinokoyu
markkinakorko	morkkinokorko
markkinamekanismi	morkkinomekonismi
markkinaoikeudellinen	morkkinooikeudellinen
markkinaosuus	morkkinoosuus
markkinapaikka	morkkinopoikko
markkinaraha	morkkinoroho
markkinarako	morkkinoroko
markkinat	morkkinot
markkinatalous	morkkinotolous
markkinatalousmaa	morkkinotolousmoo
markkinatunnelma	morkkinotunnelmo
markkinatuomioistuin	morkkinotuomioistuin
markkinatutkimus	morkkinotutkimus
markkinavoimat	morkkinovoimot
markkinoida	morkkinoido
markkinoija	morkkinoiyo
markkinointi	morkkinointi
markkinointijohtaja	morkkinointiyohtoyo
markkinointimies	morkkinointimies
markkinointiorganisaatio	morkkinointiorgonisootio
markkinointipäällikkö	morkkinointipEEllikke
markkinointisihteeri	morkkinointisihteeri
marksilainen	morksiloinen
marksilais-leniniläinen	morksiloisleninilEinen
marksilaisuus	morksiloisuus
marksismi	morksismi
marksismi-leninismi	morksismileninismi
marksisti	morksisti
marmattaa	mormottoo
marmatus	mormotus
marmelaati	mormelooti
marmeladi	mormelodi
marmeladimakeinen	mormelodimokeinen
marmeladirasia	mormelodirosio
marmori	mormori
marmorikivi	mormorikivi
marmorilaatta	mormorilootto
marmorilattia	mormorilottio
marmorilouhos	mormorilouhos
marmorinen	mormorinen
marmoripaperi	mormoripoperi
marmoripatsas	mormoripotsos
marmoripylväs	mormoripilvEs
marmorireliefi	mormorireliefi
marmorisementti	mormorisementti
marmoriveistos	mormoriveistos
marmoroida	mormoroido
marmorointi	mormorointi
marmoroitua	mormoroituo
marras	morros
marraskasvi	morroskosvi
marraskesi	morroskesi
marraskuinen	morroskuinen
marraskuu	morroskuu
mars	mors
marsala	morsolo
marsalaviini	morsoloviini
marsalkansauva	morsolkonsouvo
marsalkka	morsolkko
marsilainen	morsiloinen
marsipaani	morsipooni
marski	morski
marskimaa	morskimoo
marskinlilja	morskinlilyo
marssi	morssi
marssia	morssio
marssija	morssiyo
marssijärjestys	morssiyEryestis
marssilaulu	morssiloulu
marssimuodostelma	morssimuodostelmo
marssimurtuma	morssimurtumo
marssimusiikki	morssimusiikki
marssinopeus	morssinopeus
marssinta	morssinto
marssiosasto	morssiososto
marssirivistö	morssiriviste
marssittaa	morssittoo
marsu	morsu
martini	mortini
martio	mortio
martioida	mortioido
martiointi	mortiointi
martiopuoli	mortiopuoli
marto	morto
martous	mortous
martta	mortto
marttayhdistys	morttoihdistis
marttyyri	morttiiri
marttyyriaika	morttiirioiko
marttyyrikuolema	morttiirikuolemo
marttyyrinkruunu	morttiirinkruunu
marttyyrius	morttiirius
marttyyriys	morttiiriis
maruna	moruno
marxilainen	morxiloinen
marxilais-leniniläinen	morxiloisleninilEinen
marxilaisuus	morxiloisuus
marxismi	morxismi
marxismi-leninismi	morxismileninismi
marxisti	morxisti
masariini	mosoriini
masennus	mosennus
masennuskausi	mosennuskousi
masennuslääke	mosennuslEEke
masennustila	mosennustilo
masentaa	mosentoo
masentava	mosentovo
masentua	mosentuo
masentuneesti	mosentuneesti
masentuneisuus	mosentuneisuus
masentunut	mosentunut
masi	mosi
masiina	mosiino
masinoida	mosinoido
masinointi	mosinointi
maskara	moskoro
maskata	moskoto
maskeeraaja	moskeerooyo
maskeerata	moskeeroto
maski	moski
maskotti	moskotti
maskuliini	moskuliini
maskuliinimuoto	moskuliinimuoto
maskuliininen	moskuliininen
maskuliinisuku	moskuliinisuku
maskuliinisukuinen	moskuliinisukuinen
maskuliinisuus	moskuliinisuus
masmalo	mosmolo
masokismi	mosokismi
masokisti	mosokisti
masokistinen	mosokistinen
masokistisesti	mosokistisesti
massa	mosso
massahyökkäys	mossohiekkEis
massainen	mossoinen
massakenttä	mossokenttE
massakeskipiste	mossokeskipiste
massakommunikaatio	mossokommunikootio
massakulttuuri	mossokulttuuri
massaluku	mossoluku
massamuisti	mossomuisti
massamuoti	mossomuoti
massamurha	mossomurho
massapsykologia	mossopsikologio
massapsykoosi	mossopsikoosi
massata	mossoto
massatavara	mossotovoro
massatiedotus	mossotiedotus
massatiedotusväline	mossotiedotusvEline
massatuotanto	mossotuotonto
massatuote	mossotuote
massaturismi	mossoturismi
massatyöttömyys	mossotiettemiis
massaurheilu	mossourheilu
massaus	mossous
massavaikutus	mossovoikutus
massavajaus	mossovoyous
massavalmiste	mossovolmiste
massavalmistus	mossovolmistus
massaviihde	mossoviihde
massi	mossi
massiivi	mossiivi
massiivinen	mossiivinen
massiivipuu	mossiivipuu
massiivisesti	mossiivisesti
massiivisuus	mossiivisuus
massoitella	mossoitello
massoittain	mossoittoin
massoittelu	mossoittelu
massu	mossu
masto	mosto
mastodontti	mostodontti
mastonhuippu	mostonhuippu
masturbaatio	mosturbootio
masturboida	mosturboido
masturbointi	mosturbointi
masu	mosu
masurkka	mosurkko
masuuni	mosuuni
masuunikuona	mosuunikuono
mataa	motoo
matadori	motodori
matala	motolo
matala-aktiivinen	motolooktiivinen
matalajakso-	motoloyokso
matalajaksoinen	motoloyoksoinen
matalajalkainen	motoloyolkoinen
matalajännite	motoloyEnnite
matalajännitteinen	motoloyEnnitteinen
matalakantainen	motolokontoinen
matalakasvuinen	motolokosvuinen
matalakirkollinen	motolokirkollinen
matalakirkollisuus	motolokirkollisuus
matalakorkoinen	motolokorkoinen
matalalattiabussi	motololottiobussi
matalalento	motololento
matalalla	motolollo
matalalle	motololle
matalalta	motololto
matalalämpökypsennys	motololEmpekipsennis
matalameri	motolomeri
matalamielinen	motolomielinen
matalamielisesti	motolomielisesti
matalamielisyys	motolomielisiis
matalaoktaaninen	motolooktooninen
matalaotsainen	motolootsoinen
matalapaine	motolopoine
matalapaineinen	motolopoineinen
matalapalkka-ala	motolopolkkoolo
matalapalkkainen	motolopolkkoinen
matalarantainen	motolorontoinen
matalareunainen	motoloreunoinen
matalasuhdanne	motolosuhdonne
matalatasoinen	motolotosoinen
matalatehoinen	motolotehoinen
matalatorjunta	motolotoryunto
matalavaahtoinen	motolovoohtoinen
matalavalvontatutka	motolovolvontotutko
matalaviritteinen	motoloviritteinen
matalaääninen	motoloEEninen
matalikko	motolikko
mataloittaa	motoloittoo
mataloitua	motoloituo
mataluus	motoluus
matami	motomi
matara	motoro
mateenmäti	moteenmEti
mateleva	motelevo
matelevasti	motelevosti
matelija	moteliyo
matelu	motelu
matelukaista	motelukoisto
mateluvaihde	moteluvoihde
mateluvauhti	moteluvouhti
matemaatikko	motemootikko
matemaattinen	motemoottinen
matemaattistaa	motemoottistoo
matemaattistua	motemoottistuo
matematiikanopettaja	motemotiikonopettoyo
matematiikka	motemotiikko
matematiikkakone	motemotiikkokone
matematisoida	motemotisoido
matematisoitua	motemotisoituo
materia	moterio
materiaali	moteriooli
materiaalihallinto	moterioolihollinto
materiaalinen	moterioolinen
materiaalinohjaus	moterioolinohyous
materiaalistaa	moterioolistoo
materiaalistua	moterioolistuo
materiaalitaistelu	moterioolitoistelu
materiaalitappio	moterioolitoppio
materiaalitoiminnot	moterioolitoiminnot
materiaaliylivoima	moteriooliilivoimo
materialisaatio	moteriolisootio
materialismi	moteriolismi
materialisoida	moteriolisoido
materialisoitua	moteriolisoituo
materialisti	moteriolisti
materialistinen	moteriolistinen
materialistisesti	moteriolistisesti
matikka	motikko
matinea	motineo
matineanäytäntö	motineonEitEnte
matjeskastike	motyeskostike
matjessilli	motyessilli
matka	motko
matka-aie	motkooie
matka-aika	motkooiko
matka-ajo	motkooyo
matka-apteekki	motkoopteekki
matka-apuraha	motkoopuroho
matkaaja	motkooyo
matkaanlähtijä	motkoonlEhtiyE
matkaanlähtö	motkoonlEhte
matkaansaattaa	motkoonsoottoo
matkaeväs	motkoevEs
matkahuopa	motkohuopo
matkailija	motkoiliyo
matkailla	motkoillo
matkailu	motkoilu
matkailuala	motkoiluolo
matkailuasiamies	motkoiluosiomies
matkailuauto	motkoiluouto
matkailuelinkeino	motkoiluelinkeino
matkailuesite	motkoiluesite
matkailukausi	motkoilukousi
matkailukeskus	motkoilukeskus
matkailukohde	motkoilukohde
matkailuliikenne	motkoiluliikenne
matkailullinen	motkoilullinen
matkailullisesti	motkoilullisesti
matkailumaa	motkoilumoo
matkailumainonta	motkoilumoinonto
matkailumainos	motkoilumoinos
matkailuneuvos	motkoiluneuvos
matkailuperävaunu	motkoiluperEvounu
matkailutase	motkoilutose
matkailuteollisuus	motkoiluteollisuus
matkailutulot	motkoilutulot
matkailuvaunu	motkoiluvounu
matkailuyhdistys	motkoiluihdistis
matkakassa	motkokosso
matkakertomus	motkokertomus
matkakirja	motkokiryo
matkakirjailija	motkokiryoiliyo
matkakirjallisuus	motkokiryollisuus
matkakirje	motkokirye
matkakirjoituskone	motkokiryoituskone
matkakorvaus	motkokorvous
matkakoti	motkokoti
matkakulu	motkokulu
matkakumppani	motkokumpponi
matkakunto	motkokunto
matkakustannus	motkokustonnus
matkakuume	motkokuume
matkakuva	motkokuvo
matkakuvaus	motkokuvous
matkalainen	motkoloinen
matkalasku	motkolosku
matkalaukku	motkoloukku
matkalaukkuelämä	motkoloukkuelEmE
matkalaukkulapsi	motkoloukkulopsi
matkalento	motkolento
matkalentonopeus	motkolentonopeus
matkalippu	motkolippu
matkallelähtijä	motkollelEhtiyE
matkallelähtö	motkollelEhte
matkalukeminen	motkolukeminen
matkaluokka	motkoluokko
matkamies	motkomies
matkamittari	motkomittori
matkamuisto	motkomuisto
matkamääräys	motkomEErEis
matkanjohtaja	motkonyohtoyo
matkanjärjestäjä	motkonyEryestEyE
matkanopeus	motkonopeus
matkanteko	motkonteko
matkaohjelma	motkoohyelmo
matkaopas	motkoopos
matkaosuus	motkoosuus
matkapahoinvointi	motkopohoinvointi
matkapapisto	motkopopisto
matkapappi	motkopoppi
matkapassi	motkopossi
matkapuhelin	motkopuhelin
matkapuhelinverkko	motkopuhelinverkko
matkapuhelu	motkopuhelu
matkapurjehdus	motkopuryehdus
matkapurjevene	motkopuryevene
matkapursi	motkopursi
matkaradio	motkorodio
matkaraha	motkoroho
matkareitti	motkoreitti
matkasaarnaaja	motkosoornooyo
matkasauva	motkosouvo
matkasekki	motkosekki
matkaseura	motkoseuro
matkaseuralainen	motkoseuroloinen
matkaseurue	motkoseurue
matkastipendi	motkostipendi
matkata	motkoto
matkatavara	motkotovoro
matkatavarasäilö	motkotovorosEile
matkatavaratoimisto	motkotovorotoimisto
matkatavaravakuutus	motkotovorovokuutus
matkatelevisio	motkotelevisio
matkatoimisto	motkotoimisto
matkatoveri	motkotoveri
matkavakuutus	motkovokuutus
matkavalmis	motkovolmis
matkavalmistelu	motkovolmistelu
matkavaluutta	motkovoluutto
matkavaruste	motkovoruste
matkavene	motkovene
matkaväsymys	motkovEsimis
matkia	motkio
matkija	motkiyo
matkimiskyky	motkimiskiki
matkimistaito	motkimistoito
matkue	motkue
matkustaa	motkustoo
matkustaja	motkustoyo
matkustaja-alus	motkustoyoolus
matkustajajuna	motkustoyoyuno
matkustajakone	motkustoyokone
matkustajakoti	motkustoyokoti
matkustajalaiva	motkustoyoloivo
matkustajalentokone	motkustoyolentokone
matkustajaliikenne	motkustoyoliikenne
matkustajatila	motkustoyotilo
matkustajavaunu	motkustoyovounu
matkustamo	motkustomo
matkustella	motkustello
matkustelu	motkustelu
matkustus	motkustus
matkustusluokka	motkustusluokko
matkustusväline	motkustusvEline
mato	moto
mato-onki	motoonki
matoinen	motoinen
matokomposti	motokomposti
matokompostori	motokompostori
matokuuri	motokuuri
matolääke	motolEEke
matonen	motonen
matonkude	motonkude
matosyötti	motosietti
matriarkaalinen	motriorkoolinen
matriarkaatti	motriorkootti
matriarkka	motriorkko
matriisi	motriisi
matriisikirjoitin	motriisikiryoitin
matrikkeli	motrikkeli
matrikkelitieto	motrikkelitieto
matronyymi	motroniimi
matroona	motroono
matruusi	motruusi
matsi	motsi
matsku	motsku
matta	motto
mattamusta	mottomusto
mattapintainen	mottopintoinen
mattaväri	mottovEri
matti	motti
mattiasema	mottiosemo
mattimyöhäinen	mottimiehEinen
mattisiirto	mottisiirto
matto	motto
mattoharja	mottohoryo
mattokauppa	mottokouppo
mattokutomo	mottokutomo
mattoliike	mottoliike
mattopaini	mottopoini
mattopiiska	mottopiisko
mattosuutin	mottosuutin
mattotuomari	mottotuomori
mattoveitsi	mottoveitsi
maturiteetti	moturiteetti
maturiteettikoe	moturiteettikoe
mau	mou
mau'unta	mouunto
maukas	moukos
maukkaasti	moukkoosti
maukkaus	moukkous
maukkuus	moukkuus
maukua	moukuo
maukuna	moukuno
mauri	mouri
mauriainen	mourioinen
maurilainen	mouriloinen
maurilaislinna	mouriloislinno
mausoleumi	mousoleumi
maustaa	moustoo
mauste	mouste
mausteastia	mousteostio
maustefenkoli	moustefenkoli
maustehylly	moustehilli
maustehyllykkö	moustehillikke
mausteikko	mousteikko
mausteinen	mousteinen
maustekakku	moustekokku
maustekala	moustekolo
maustekastike	moustekostike
maustekasvi	moustekosvi
maustekimppu	moustekimppu
maustekirveli	moustekirveli
maustekurkku	moustekurkku
mausteleikkuri	mousteleikkuri
mausteliemi	mousteliemi
maustemeirami	moustemeiromi
maustemylly	moustemilli
mausteneilikka	mousteneilikko
maustepaprika	moustepopriko
maustepippuri	moustepippuri
maustepurkki	moustepurkki
mausteseos	mousteseos
maustesilakka	moustesilokko
maustesilli	moustesilli
maustesuola	moustesuolo
maustevihannes	moustevihonnes
maustevoi	moustevoi
mausteyrtti	mousteirtti
maustua	moustuo
mauton	mouton
mauttomasti	mouttomosti
mauttomuus	mouttomuus
maya	moio
mayaintiaani	moiointiooni
mayakulttuuri	moiokulttuuri
me	me
me-henki	mehenki
medaljonki	medolyonki
media	medio
mediaani	mediooni
mediasirkus	mediosirkus
mediatapahtuma	mediotopohtumo
mediatutkimus	mediotutkimus
medisiina	medisiino
medisiinari	medisiinori
medisiininen	medisiininen
meditaatio	meditootio
meditoida	meditoido
meditointi	meditointi
meduusa	meduuso
meedio	meedio
meesjuusto	meesyuusto
meetvursti	meetvursti
mefistomainen	mefistomoinen
mega-	mego
megafoni	megofoni
megahertsi	megohertsi
megahitti	megohitti
megajoule	megoyoule
megalopoli	megolopoli
megatavu	megotovu
megatonni	megotonni
megatrendi	megotrendi
megatähti	megotEhti
megawatti	megowotti
mehevyys	meheviis
mehevä	mehevE
mehevälehtinen	mehevElehtinen
mehevästi	mehevEsti
mehevöittää	meheveittEE
mehevöityä	meheveitiE
mehikasvi	mehikosvi
mehilehti	mehilehti
mehilehtinen	mehilehtinen
mehiläinen	mehilEinen
mehiläisemo	mehilEisemo
mehiläisenpisto	mehilEisenpisto
mehiläishaukka	mehilEishoukko
mehiläishoitaja	mehilEishoitoyo
mehiläishoito	mehilEishoito
mehiläiskenno	mehilEiskenno
mehiläiskuhnuri	mehilEiskuhnuri
mehiläiskuningatar	mehilEiskuningotor
mehiläiskunta	mehilEiskunto
mehiläislaidun	mehilEisloidun
mehiläisparvi	mehilEisporvi
mehiläispesä	mehilEispesE
mehiläissyöjä	mehilEissieyE
mehiläistarha	mehilEistorho
mehiläistoukka	mehilEistoukko
mehiläisvaha	mehilEisvoho
mehiläisyhdyskunta	mehilEisihdiskunto
mehiruusuke	mehiruusuke
mehitähti	mehitEhti
mehu	mehu
mehuinen	mehuinen
mehuisa	mehuiso
mehujuoma	mehuyuomo
mehujää	mehuyEE
mehujäätelö	mehuyEEtele
mehukas	mehukos
mehukastike	mehukostike
mehukeitto	mehukeitto
mehukiisseli	mehukiisseli
mehukkaasti	mehukkoosti
mehukkuus	mehukkuus
mehulasi	mehulosi
mehulinko	mehulinko
mehupaasto	mehupoosto
mehupullo	mehupullo
mehustaa	mehustoo
mehuste	mehuste
mehustin	mehustin
mehustua	mehustuo
mehustus	mehustus
mehutiiviste	mehutiiviste
meijeri	meiyeri
meijeristi	meiyeristi
meijeritalous	meiyeritolous
meijeriteknikko	meiyeriteknikko
meijeritili	meiyeritili
meijerituote	meiyerituote
meijerivoi	meiyerivoi
meikata	meikoto
meikkaaja	meikkooyo
meikkaus	meikkous
meikki	meikki
meikkikynä	meikkikinE
meikkilasit	meikkilosit
meikkilaukku	meikkiloukku
meikkipussi	meikkipussi
meikkisivellin	meikkisivellin
meikkivoide	meikkivoide
meikku	meikku
meikä	meikE
meikäläinen	meikElEinen
meikäläisittäin	meikElEisittEin
meikämanne	meikEmonne
meikäpoika	meikEpoiko
meikätyttö	meikEtitte
meinata	meinoto
meininki	meininki
meioosi	meioosi
meirami	meiromi
meislata	meisloto
meisseli	meisseli
meisti	meisti
meistää	meistEE
meitsi	meitsi
mekaanikko	mekoonikko
