abdisere	obdiser3
pølse	pEls3
pønske	pEnsk3
rabatt	robot
rable	robl3
racersykkel	rEsESik3l
racket	rEk3t
rade	rod3
radering	roderiN
radikal	rodikol
radio	rodiu
raffinert	rofinet
rage	rog3
rak	rok
rake	rok3
rakett	rokEt
rakke	rok3
rakle	rokL3
rakne	rokn3
ramle	roml3
ramme	rom3
rampete	romp3t3
ramponere	rompuner3
rane	ron3
rang	roN
rangel	roN3l
rangere	roNSer3
rangle	roNr3
ransake	ronsok3
rapp	rEp
rappe	rop3
rapportere	ropoter3
rar	ror
rase	ros3
rasende	ros3n3
rasere	roser3
rasistisk	rosistisk
rasjonell	roSunEl
rask	rosk
raskt	roskt
rasle	roSL3
raspe	rosp3
rastløs	rostles
raus	rE3s
raute	rE3t3
re	re
reagere	r3oger3
reaksjon	r3okSun
real	reol
realisere	r3oliser3
realistisk	r3olist
redd	rEd
redde	rEd3
rede	red3
redegjøre	red3yer3
redelig	red3li
redelige	red3li3
redeligere	red3lir3
redeligst	red3likst
redeligste	red3likst3
redigere	r3diger3
redningsbåt	rEdniNsbot
redningsvest	rEdniNsvEst
redsel	rEts3l
redusere	r3d3ser3
reell	r3El
referere	r3f3rer3
refleksiv	rEfl3ksiv
reflektere	r3fl3kter3
refse	rEfs3
refundere	r3f3nder3
refusere	r3f3ser3
regel	reg3l
regelmessig	reg3lmEsi
regelmessige	reg3lmEsi3
regelmessigere	reg3lmEsir3
regelmessigst	reg3lmEsikst
regelmessigste	reg3lmEsikst3
regi	rESi
regional	r3giunol
registrere	r3gistrer3
regjere	r3yer3
regjering	rEyeriN
regn	rEin
regne	rEin3r rEin3
regnfrakk	rEinfrok
regnfullt	rEinf3lt
regning	rEiniN
regnskur	rEinsk3r
regulere	r3g3ler3
regulær	r3g3lEr
reim	rEim
rein	rEin
reise	rEis3
reise bort	rEis3but
reise fra	rEis3fro
reise til	rEis3til
reisebyrå	rEis3biro
reisehåndbok	rEis3honbuk
reiseselskap	rEis3sElskop
reisesjekk	rEis3SEk
reiseveske	rEis3vEsk3
reke	rek3
reker	rEk3r
rekke	rEk3
reklamere	rEklomer3
rekonstruere	rEkunstr3er3
rekruttere	rEkr3ter3
relativ	rElotiv
relevant	rEl3vont
religion	rEligiun
religiøs	rEligies
ren	ren
renessanse	renesons3
rengjøre	renyer3
renne	rEn3
renovere	r3nuver3
rense	rEns3
renseri	rEnseri
renske	r3nsk3
renslig	renSLi
renslige	renSLi3
rensligere	renSLir3
rensligst	renSLikst
rensligste	renSLikst3
reparere	rEporer3
repetere	r3p3ter3
representativ	r3pr3sEntotiv
representere	r3pr3s3nter3
reprodusere	r3prud3ser3
resepsjon	rEsEpSun
resept	rEsEpt
reserve	rEsErv3
reservere	rEsErver3
reservering	rEsErveriN
reservert	rEsErvet
residere	rEsider3
resignere	rEsigner3
resirkulere	rEsirk3ler3
resolutt	rEsul3t
resonnere	rEsuner3
respekt	rEspEkt
respektabel	rEspEktob3l
respektere	rEspEkter3
respektiv	rEsp3ktiv
respektløs	rEspEktles
ressurs	rEs3S
ressurssterk	rEs3SstErk
ressurssvak	rEs3Ssvok
rest	rEst
restaurant	rEst3roN
restaurantvogn	rEsto3roNvoNn
restaurere	rEstE3rer3
resultat	rEs3ltot
resultere	rEs3lter3
retning	rEtniN
retningsnummer	rEtniNsnum3r
rett	rEt
rett fram	rEt from
rette	rEt3
rettferdig	rEtfEdi
rettferdige	rEtfEdi3
rettferdigere	rEtfEdir3
rettferdigst	rEtfEdikst
rettferdigste	rEtfEdikst3
rettssak	rEtsok
returbillett	rEt3rbilEt
returnere	r3t3ner3
revers	rEvES
revidere	r3vider3
revne	rEvn3
revolusjon	r3vul3Sun
revolusjonere	r3vul3Suner3
revy	revi
rheumatisme	rE3motism3
ri	ri
ribbe	rib3
ride	rid3
rideskole	ridEskul3
ridetur	rid3t3r
rifle	rifl3
rik	rik
rike	rik3
rikelig	rik3li
rikelige	rik3li3
rikeligere	rik3lir3
rikeligst	rik3likst
rikeligste	rik3likst3
rikke	rik3
riktig	rikti
riktige	rikti3
riktigere	riktir3
riktigst	riktikst
riktigste	riktikst3
rime	rim3
rimelig	rimli rim3li
rimelige	rim3li3
rimeligere	rim3lir3
rimeligst	rim3likst
rimeligste	rim3likst3
ring	riN
ringe	riN3
ripe	rip3
rips	rips
ris	ris
risikabel	risikob3l
risikere	risiker3
risiko	risiku
riste	rist3
ristet	rist3t
rive	riv3
ro	ru
robust	rub3st
robåt	rubot
rodd	rud
rodde	rud3
roe	ruw3 ru3
roer	ruw3r
roh	ro
rolig	ruli
rolige	ruli3
roligere	rulir3
roligst	rulikst
roligste	rulikst3
rolle	rol3
rom	rum
roman	rumon
romantisk	rumontisk
rombe	rumb3
romfart	rumfot
romme	rum3
romskip	rumSip
romslig	rumSLi
romslige	rumSLi3
romsligere	rumSLir3
romsligst	rumSLikst
romsligste	rumSLikst3
rope	rup3
roper	rup3r
ror	rur
ros	rus
rosa	ruso
rose	rus3
rosmarin	rusmorin
rot	rot
rote	rut3
rotere	ruter3
rotete	rut3t3
rotte	rot3
rovdyr	rovdir
ru	r3
rug	r3g
ruge	r3g3
ruglete	r3gl3t3
ruin	r3in
ruinere	r3iner3
rulle	r3l3
rullestol	r3l3stul
rumensk	r3mensk
rumpe	rump3
rund	r3n
runde	r3n3
rundhanda	r3nhon3t
rundhandet	r3nhon3t
rundhånda	r3nhon3t
rundhåndet	r3nhon3t
rundstykker med pålegg	r3nstik3rmEpolEg
rundt	r3nt
rundtur	r3nt3r
rundtur til øyer	r3nt3tilEy3r
rune	r3n3
runge	ruN3
ruse	r3s3
rusk	r3sk
rusle	r3SL3
russisk	r3sisk
rust	r3st
ruste	r3st3
rusten	r3st3n
rute	r3t3
rutebilstasjon	r3t3bilstoSun
ruteplan	r3t3plon
rutete	r3t3t3
rutine	r3tin3
ry	ri
rydde	rid3
ryddig	ridi
ryddige	ridi3
ryddigere	ridir3
ryddigst	ridikst
ryddigste	ridikst3
rygg	rig
rygge	rig3
ryggrad	rigrod
ryggsekk	riksEk
ryke	rik3
rykke	rik3
rynke	riNk3
ryste	rist3
rystende	rist3ne
rytme	ritm3
rå	ro
råd	ro
råde	rod3
rådføre	rodfer3
rådhus	rodh3s
råkjøre	roSer3
råtne	rotn3
råtten	rot3n
røa	rewo
rød	re
røde hunder	re3h3n3r
rødkål	rekol
rødme	rEdm3
rødstrupe	restr3p3
rødt	rEt
rødvin	revin
røff	rEf
røke	rek3
røkt	rekt
røkte	rEkt3
rømme	rEm3
røntgen	rEntk3n
røntgenbilde	rEntk3nbild3
røpe	rep3
røre	rer3
røslig	rESLi
røslige	rESLi3
røsligere	rESLir3
røsligst	rESLikst
røsligste	rESLikst3
røyk	rEyk
røyke	rEyk3
røyker	rEyk3r
røyte	rEyt3
sabla	soblo
sabotere	sobuter3
safe	sEif
safran	sofron
saft	soft
saftig	softi
saftige	softi3
saftigere	softir3
saftigst	softikst
saftigste	softikst3
sage	sog3
sagn	soNn
sak	sok
sakkyndig	sokSini
sakkyndige	sokSini3
sakkyndigere	sokSinir3
sakkyndigst	sokSinikst
sakkyndigste	sokSinikst3
saklig	sokli
saklige	sokli3
sakligere	soklir3
sakligst	soklikst
sakligste	soklikst3
saks	soks
sakse	soks3
saksøke	soksek3
sakte	sokt3
sal	sol
salami	solomi
salat	solot
salg	solg
salomonisk	solumunisk
salt	solt
salte	solt3
salve	solv3
salvie	solvi3
samarbeid	somorbEid
samarbeide	somorbEid3
samfunn	somf3n
samisk	somisk
samle	soml3
samling	somliN
samme	som3
sammen	som3n
sammenfatte	som3nfot3
sammenheng	som3nhEN
sammenlagt	som3nlokt
sammenligne	som3nliNn3
sammensatt	som3nsot
sammenstøt	som3nstet
samordne	somodn3
samt	somt
samtale	somtol3
samtidig	somtidi
samtidige	somtidi3
samtidigere	somtidir3
samtidigst	somtidikst
samtidigste	somtidikst3
samtykke	somtik3
samvittighetsfull	somvitihetsf3l
sand	son
sandal	sondol3r
sandkasse	sonkos3
sang	soN
sangbok	soNbuk
sanger	soN3r
sangerinne	soN3rin3
sangfugl	soNf3l
sangkor	soNkur
sangstemme	soNstEm3
sangvinsk	soNvinsk
sangværelse	soNvELs3
sanitetsbind	sonitetsbin
sanitær	sonitEr
sanke	soNk3
sann	son
sannsynlig	sonsinli
sannsynlige	sonsinli3
sannsynligere	sonsinlir3
sannsynlighet	sonsinlihet
sannsynligst	sonsinlikst
sannsynligste	sonsinlikst3
sannsynligvis	sonsinlivis
sans	sons
sanse	sons3
sansebedrag	sons3b3drog
sarkastisk	sorkostisk
sart	sot
satirisk	sotirisk
sats	sots
satse	sots3
satt	sot
sau	sEw
saueost	sE33ust
saumfare	sE3mfor3
saus	sE3s
savn	sovn
savne	sovn3
schæfer	Sef3r
scooter	sk3t3r
score	skor
se	se
se opp	se op
se på	sepo
seddel	sEd3l
sees	se3s
seg	sEi
segne	sEin3
seier	sEi3r
seig	sEig
seige	sEi3
seigere	sEy3r3
seigst	sEikst
seigste	sEikst3
seil	sEil
seilbåt	sEilbot
seile	sEil3
seiltur	sEilt3r
seire	sEir3
sekk	sEk
seks	sEks
seksten	sEist3n
seksti	sEksti
seksuell	s3ks3El
sekund	sEk3n
sel	sel
sele	sel3
seleksjon	sElEkSun
selektiv	sElEktiv
selg	sEl
selge	sEl3
selleri	sEl3ri
selskap	sElskop
selsom	selsom
selv	sEl
selvbetjening	sElbEtyeniN
selvforskyldt	sElfoSilt
selvfølgelig	s3lfElg3li
selvfølgelige	s3lfElg3li3
selvfølgeligere	s3lfElg3lir3
selvfølgeligst	s3lfElg3likst
selvfølgeligste	s3lfElg3likst3
selvgod	sElgu
selvhjulpen	sElyulp3n
selvisk	sElvisk
selvmord	sElmud
selvsagt	sElsokt
selvsikker	sElsik3r
selvskreven	sElskrev3n
selvstendig	s3lstEni
selvstendige	s3lstEni3
selvstendigere	s3lstEnir3
selvstendigst	s3lstEnikst
selvstendigste	s3lstEnikst3
selvtillit	sEltilit
selvutløser	sEl3tles3r
sen	sen
send	sEn
sende	sEn3
senere	senEr3
seng	sEN
sengeteppe	sEN3tEp3
sengetøy	sEN3tEy
senil	s3nil
senior	seniur
senke	sENk3
sennep	sEnEp
sensasjonell	s3nsoSunEl
sensitiv	sEnsitiv
sensuell	s3ns3El
sensurere	s3ns3rer3
sent	sent
sentimental	sEntimEntol
sentral	sEntrol
sentralisere	s3ntroliser3
sentralstasjon	sEntrolstoSun
sentralvarme	sEntrolvorm3
sentrere	s3ntrer3
sentrisk	sEntrisk
sentrum	sEntr3m
separat	s3porot
september	s3ptEmb3r
septer	sEpt3r
ser	ser
serbisk	sErbisk
seriøs	sEries
serv	SErv
servere	sErver3
service	sErvis
serviett	sErviyEt
servitør	sErviter
ses	se3s
sesjon	sESun
sesong	sEsoN
setning	sEtniN
sette	sEt3
sette på	sEt3po
sexy	sEksi
sherry	SEri
shorts	Sots
show	Sou
si	si
si ja	siyo
siameser	siyomes3r
side	sid3
sidegate	sid3got3
siden	sid3n sidn
sigar	sigor
sigarett	sigorEt
sigarillo	sigorilu
signalisere	siNnoliser3
signe	siNn3
signere	siNner3
sikker	sik3r
sikkerhet	sik3rhet
sikkerhetskontroll	sik3rhetskuntrol
sikkerhetsnål	sik3rhetsnol
sikkert	sik3t
sikle	sikl3
sikori	sikuri
sikre	sikr3
sikring	sikriN
sikte	sikt3
sil	sil
sild	sil
sildre	sildr3
sile	sil3
silke	silk3
silkemaleri	silk3molEri
simpel	simp3l
simulere	sim3ler3
sin	sin
sindig	sini
sindige	sini3
sindigere	sinir3
sindigst	sinikst
sindigste	sinikst3
singel	siN3l
sinn	sin
sinna	sino
sinnssyk	sinsik
sint	sint
sirkle	sirkl3
sirkulere	sirk3ler3
sirkus	sirk3s
sirlig	siLi
sirlige	siLi3
sirligere	siLir3
sirligst	siLikst
sirligste	siLikst3
sist	sist
siste	sist3
sitere	siter3
sitron	sitrun
sitte	sit3
sitteplass	sit3plos
situasjon	sit3oSun
sive	siv3
sjal	Sol
sjalu	Sol3
sjampanje	Sompony3
sjampinjong	SompinyoN
sjampo	Sompu
sjanse	SoNs3
sjarmere	Sormer3
sjarmerende	Sormer3n3
sjef	Sef
sjekk	SEk
sjekke	SEk3
sjekke inn	SEk3in
sjel	Sel
sjelden	SEld3n
sjenere	S3ner3
sjenert	S3net
sjenerøs	S3n3res
sjikanere	Sikoner3
sjokkere	Soker3
sjokolade	Sukulod3
sjonglere	SoNler3
sjuk	S3k
sjukdom	S3kdum
sjuskete	S3sk3t3
sjåfør	Sofer
sjø	Se
sjøgang	SegoN
sjøl	Sel
sjøsette	SesEt3
sjøsyk	Sesik
skade	skod3
skadede	skod3d3
skadelig	skod3li
skadelige	skod3li3
skadeligere	skod3lir3
skadeligst	skod3likst
skadeligste	skod3likst3
skaffe	skof3
skake	skok3
skakke	skok3
skalla	skol3t
skalle	skol3
skallet	skol3t
skamme	skom3
skammelig	skom3li
skammelige	skom3li3
skammeligere	skom3lir3
skammeligst	skom3likst
skammeligste	skom3likst3
skandaløs	skonoles
skandinavisk	skoninovisk
skanne	skEn3
skap	skop
skape	skop3
skapende	skop3n3
skare	skor3
skarp	skorp
skarpt	skot skorpt
skarre	skor3
skateboard	skEitbod
skatt	skot
skeie	SEi3
skeptisk	skEptisk
ski	Si
skibinding	SibiniN
skift	Sift3
skifte ut	Skift33t
skiftende	Sift3n3
skiinstruktør	Siinstr3ktEr
skikka	Siko
skikke	Sik3
skikkelig	Sik3li
skikkelige	Sik3li3
skikkeligere	Sik3lir3
skikkeligst	Sik3likst
skikkeligste	Sik3likst3
skikket	Sik3t
skildre	Sildr3
skill	Sil
skille	Sil3
skilt	Silt
skilte	Silt3
skiløper	Silep3r
skimte	Simt3
skinke	SiNk3
skinn	Sin
skinne	Sin3
skinnebein	SinbEin
skinnhellig	SinhEli
skinnhellige	SinhEli3
skinnhelligere	SinhElir3
skinnhelligst	SinhElikst
skinnhelligste	SinhElikst3
skinnvarer	Sinvor3r
skissere	Siser3
skistav	Sistov
skitrekk	SitrEk
skitt	Sit
skitten	Sit3n
skive	Siv3
skje	Se
skjebne	Sebn3
skjebnesvanger	Sebn3svoN3r
skjegg	SEg
skjeggete	SEi3t3
skjele	Sel3
skjelett	S3lEt
skjell	SEl
skjelle	SEl3
skjellig	SEli
skjellige	SEli3
skjelligere	SElir3
skjelligst	SElikst
skjelligste	SElikst3
skjellsettende	SElsEt3n3
skjelmsk	SElmskt
skjelne	SEln3
skjelve	SElv3
skjelven	SElv3n
skjeløyd	SelEyd
skjematisk	S3motisk
skjemme	SEm3
skjemmes	SEm3s
skjende	SEn3
skjene	Sen3
skjenke	SEnk3
skjenne	SEn3
skjerf	SErf
skjerm	SErm
skjerme	SErm3
skjerpe	SErp3
skjev	Sev
skjoldete	Sol3t3
skjorte	Sut3
skjule	S3l3
skjær	SEr
skjære	SEr3
skjærtorsdag	SEtoSdog
skjødesløs	Sed3sles
skjønn	SEn
skjønne	SEn3
skjønt	SEnt
skjør	Ser
skjørt	SEt
skjøt	Set
skjøteledning	Set3lEdniN
skjøtte	SEt3
skli	skLi
sko	sku
skobutikk	skub3tik
skoene	skun3
skog	skug
skogsarbeid	skuksorbEi
skokrem	skukrem
skole	skul3
skolebarn	skul3bon
skolisse	skulis3
skomaker	skumok3r
skorpe	skorp3
skotsk	skotsk
skotte	skot3
skral	skrol
skrale	skrol3
skralle	skrol3
skrangle	skroNl3
skrante	skront3
skrape	skrop3
skratte	skrot3
skravle	skrovl3
skredder	skrEd3r
skrekkelig	skrEk3li
skrekkelige	skrEk3li3
skrekkeligere	skrEk3lir3
skrekkeligst	skrEk3likst
skrekkeligste	skrEk3likst3
skrekkslagen	skrEkSLog3n
skrelle	skrEl3
skremme	skrEm3
skrible	skribl3
skrift	skrift
skriftlig	skriftli
skriftlige	skriftli3
skriftligere	skriftlir3
skriftligst	skriftlikst
skriftligste	skriftlikst3
skrike	skrik3
skrinlegge	skrinlEi3
skrinn	skrin
skrive	skriv3
skrive opp	skriv3op
skrive ut	skriv33t
skrivesaker	skriv3sok3r
skrot	skrut
skru	skr3
skrubbe	skr3b3
skrubbsulten	skr3bs3lt3n
skrue	skr33
skrukkete	skruk3t3
skruppelløs	skr3p3les
skryt	skrit
skryte	skrit3
skrå	skro
skråle	skrol3
skråne	skron3
skrøne	skren3
skrøpelig	skrep3li
skrøpelige	skrep3li3
skrøpeligere	skrep3lir3
skrøpeligst	skrep3likst
skrøpeligste	skrep3likst3
skubbe	sk3b3
skue	sk33
skuespiller	sk33spil3r sk3w3spil3r
skuespillerinne	sk3spil3rin3 sk33spil3rin3
skuffet	sk3f3t
skulder	sk3ld3r
skulderveske	sk3ld3rvEsk3
skule	sk3l3
skulke	sk3lk3
skulle	sk3l3
skulptur	sk3lpt3r
skuls	sk3ls
skum	skum
skumlese	skumles3
skumme	skum3
skummel	sk3m3l
skumpe	skump3
skumre	skumr3
skumring	skumriN
skur	sk3r
skure	sk3r3
skurk	sk3rk
skurre	sk3r3
skute	sk3t3
skutt	sk3t
skvette	skvEt3
skvetten	skvEt3n
skvise	skvis3
skvulpe	skv3lp3
skvære	skvEr3
sky	Si
skyet	Si3t
skyfri	Sifri
skygge	Sig3
skyld	Sil
skylde	Sil3
skyldig	Sildi
skyldige	Sildi3
skyldigere	Sildir3
skyldigst	Sildikst
skyldigste	Sildikst3
skylle	Sil3
skynde	Sin3
skynde seg	Sin3sEi
skysse	Sis3
skyte	Sit3
skyve	Siv3
skål	skol
skålde	skol3
skåle	skol3
skåne	skon3
skånsom	skonsom
skøye	skEy3
skøyte	SEyt3
skøytebane	SEyt3bon3
sladder	SLod3r
sladre	SLodr3
slafse	SLofs3
slag	SLog
slaganfall	SLogonfol
slak	SLok
slakk	SLok
slakte	SLokt3
slakter	SLokt3r
slange	SLoN3
slank	SLoNk
slanke	SLoNk3
slapp	SLop
slappe	SLop3
slede	SLed3
slegge	SLEg3
sleip	SLEip
sleivete	SLEiv3t3
slekte	SLEkt3
slem	SLEm
slenge	SLEN3
slepe	SLep3
slepphendt	SLEphEnt
slett	SLEt
slette	SLEt3
slibrig	SLibri
slibrige	SLibri3
slibrigere	SLibrir3
slibrigst	SLibrikst
slibrigste	SLibrikst3
slik	SLik
slikke	SLik3
slipe	SLip3
slippe	SLip3
slips	slips
slite	SLit3
sliten	SLit3n
slitesterk	SLit3stErk
slitsom	SLitsom
slott	SLot
slovakisk	SLuvokisk
slovensk	SLuvensk
slu	SL3
sludde	SL3d3
sluke	SL3k3
slukke	SLuk3
slum	SL3m
slumre	SL3mr3
slumse	SLums3
sluntre	SL3ntr3
slurpe	SL3rp3
slurve	SL3rv3
sluse	SL3s3
slutt	SL3t
slutte	SL3t3
slynge	SLiN3
slå	SLo
slå på	SLopo
slående	SLo3n3
slåmaskin	SLomoSin
slåss	SLos
sløse	SLes3
sløv	SLev
sløve	SLev3
sløyd	SLEyd
sløyfe	SLEyf3
smadre	smodr3
smak	smok
smake	smok3
smakfull	smokf3l
smakløs	smokles
smal	smol
smart	smot
smatte	smot3
smekke	smEk3
smelle	smEl3
smelte	smElt3
smerte	smEt3
smi	smi
smibar	smibor
smidig	smidi
smidige	smidi3
smidigere	smidir3
smidigst	smidikst
smidigste	smidikst3
smigre	smigr3
smile	smil3
sminke	smiNk3
smiske	smisk3
smitte	smit3
smittsom	smitsom
smokk	smok
smug	sm3g
smugle	sm3gl3
smugling	sm3gliN
smuldre	sm3ldr3
smule	sm3l3
smyge	smig3
smykke	smik3
smågutt	smog3t
smågutter	smog3t3r
smålig	smoli
smålige	smoli3
småligere	smolir3
småligst	smolikst
småligste	smolikst3
småpike	smopik3
småting	smotiN
smør	smer
smørbrød	smErbre
smøre	smer3
snakke	snok3
snakkesalig	snok3soli
snakkesalige	snok3soli3
snakkesaligere	snok3solir3
snakkesaligst	snok3solikst
snakkesaligste	snok3solikst3
snappe	snop3
snar	snor
snare	snor3
snarrådig	snorodi
snarrådige	snorodi3
snarrådigere	snorodir3
snarrådigst	snorodikst
snarrådigste	snorodikst3
snart	snot
snarvei	snorvEi
snau	snE3
snegle	snEil3
sneie	snEi3
snekker	snEk3r
snekre	snEkr3
snelle	snEl3
snerpete	snErp3t3
snerre	snEr3
snerten	snEt3n
snever	snev3r
sneversynt	snev3Sint
snike	snik3
snill	snil
snitte	snit3
sno	snu
snodig	snudi
snodige	snudi3
snodigere	snudir3
snodigst	snudikst
snodigste	snudikst3
snorke	snork3
snorkel	snork3l
snu	sn3
snuble	sn3bl3
snue	sn33
snufse	sn3fs3
snurre	sn3r3
snus	sn3s
snuse	sn3s3
snylte	snilt3
snyte	snit3
snål	snol
snø	sne
snøbrett	snebrEt
snøre	sner3
snørrete	snEr3t3
snøvle	snEvl3
sofa	sufo
sofaen	sufon
sofaene	sufon3
sogne	soNn3
sokk	sok
sokkene	sokn3 sok3n3
sol	sul
sola	suro
solarium	sulori3m
solbeskyttelse	sulbESitEls3
solbrent	sulbrEnt
solbrenthet	sulbrEnthet
soldag	suldog
sole	sul3
soleklar	sul3klor
solhatt	sulhot
solid	sulid
solidarisk	sulidorisk
solist	sulist
solkrem	sulkrem
sololje	suloly3
solppgang	sulopgoN
solrikt	sulrikt
solskinn	sulSin
solstikk	sulstik
som	som
somle	suml3
sommer	som3r
sommerferie	som3rferi3
sommernatt	som3not
sommervarme	som3rvorm3
sone	sun3
sope	sup3
sopp	sop
sorg	sorg
sort	sot
sortere	suter3
sosial	susiol
sosialistisk	susiolistisk
sove	sov3
soverom	sov3rum
sovetablett	sov3toblEt
sovne	sovn3
spa	spo
spadd	spod
spadde	spod3
spak	spok
spalte	spolt3
spandabel	spondob3l
spandere	sponder3
spane	spon3
spansk	sponsk
spare	spor3
sparke	spork3
sparsom	spoSom
sparsommelighet	spoSomlihet
spartansk	spotonsk
spas	spos
spasere	sposer3
spasertur	sposet3r
spatel	spot3l
spe	spe
sped	spe
speil	spEil
speile	spEil3
speilvende	spEilvEn3
spekke	spEk3
spektakulær	sp3ktok3lEr
spekulativ	spEk3lotiv
spekulere	sp3k3ler3
spenne	spEn3
spennende	spEn3n3
spenning	spEniN
spenningsfilm	spEniNsfilm
spenstig	spEnsti
spenstige	spEnsti3
spenstigere	spEnstir3
spenstigst	spEnstikst
spenstigste	spEnstikst3
spent	spEnt
sperre	spEr3
spesialisere	sp3sioliser3
spesialist	spEsiolist
spesialitet	spEsiolitet
spesiell	sp3siEl
spesielt	spEsiElt
spesifikk	sp3sifik
spesifisere	sp3sifiser3
spielen	Spil3n
spiker	spik3r
spikke	spik3
spikre	spikr3
spill	spil
spille	spil3
spinat	spinot
spinkel	spiNk3l
spinne	spin3
spionere	spiuner3
spire	spir3
spirituell	spirit3El
spise	spis3
spisekart	spis3kot
spiselig	spis3li
spiselige	spis3li3
spiseligere	spis3lir3
spiseligst	spis3likst
spiseligste	spis3likst3
spiserør	spis3rer
spisesal	spis3sol
spiss	spis
spisse	spis3
spist	spist
spiste	spist3
spjære	spyEr3
spleis	splEis
spleise	splEis3
splitte	split3
spolere	spuler3
sponse	spons3
spontan	spunton
spor	spur
sporadisk	spurodisk
spore	spur3
sport	spot
sporte	spot3
sportslig	spotSLi
sportslige	spotSLi3
sportsligere	spotSLir3
sportsligst	spotSLikst
sportsligste	spotSLikst3
sporty	spoti
spotte	spot3
spraglete	sprogl3t3
sprake	sprok3
spraye	sproy3
spre	spre
spredt	sprEt
sprek	sprek
sprekk	sprEk
sprekke	sprEk3
sprelle	sprEl3
sprelsk	sprElsk
sprenge	sprEN3
sprette	sprEt3
spretten	sprEt3n
sprike	sprik3
springe	spriN3
sprinte	sprint3
sprudle	spr3dl3
sprute	spr3t3
språk	sprok
språklig	sprokli
språklige	sprokli3
språkligere	sproklir3
språkligst	sproklikst
språkligste	sproklikst3
sprø	spre
sprøyte	sprEyt3
spurte	sp3t3
spy	spi
spyd	spid
spydig	spidi
spydige	spidi3
spydigere	spidir3
spydigst	spidikst
spydigste	spidikst3
spyle	spil3
spytte	spit3
spå	spo
spøk	spek
spøke	spek3
spørre	spEr3
spørsmål	spESmol
sta	sto
stabbe	stob3
stabil	stobil
stabilisere	stobiliser3
stable	stobl3
stadig	stodi
stadige	stodi3
stadigere	stodir3
stadigst	stodikst
stadigste	stodikst3
stadion	stodiun
stagge	stog3
stagnere	stogner3
stakkars	stokoS
stakkarslig	stokoSLi
stakkarslige	stokoSLi3
stakkarsligere	stokoSLir3
stakkarsligst	stokoSLikst
stakkarsligste	stokoSLikst3
stamgjest	stomyEst
stamme	stom3
stampe	stomp3
stamvei	stomvEi
standard	stonor
standardisere	stonoriser3
standhaftig	stonhofti
standhaftige	stonhofti3
standhaftigere	stonhoftir3
standhaftigst	stonhoftikst
standhaftigste	stonhoftikst3
stange	stoN3
stanse	stons3
stappe	stop3
starte	stot3
startkabel	stotkob3l
startmotor	stotmutur
staselig	stos3li
staselige	stos3li3
staseligere	stos3lir3
staseligst	stos3likst
staseligste	stos3likst3
stasjon	stoSun
stasjonere	stoSuner3
stasjonær	stoSunEr
stat	stot
statisk	stotisk
statistisk	stotistisk
stativ	stotiv
statlig	stotli
statlige	stotli3
statligere	stotlir3
statligst	stotlikst
statligste	stotlikst3
statsminister	stotsminist3r
statue	stot33
statuere	stot3er3
staup	stEwp
staut	stE3t
stave	stov3
stavkirke	stovSirk3
stearinlys	stEorinlis
sted	sted
stehlen	Stel3n
steil	stEil
